# Accelerometer Data File
# Started @Sun Jan 24 20:57:47 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-1.381 4.489 8.795 0
-0.93 4.086 7.331 20
0.104 2.679 5.699 20
1.877 0.067 4.721 20
3.06 1.358 2.945 20
0.814 2.969 2.139 20
-0.332 2.773 3.337 21
0.897 1.282 4.038 20
1.79 0.112 3.921 20
1.424 0.131 2.632 20
-0.059 1.589 3.645 20
-0.797 1.693 4.171 20
-0.197 0.693 3.295 21
0.501 0.421 1.855 20
0.763 0.593 0.57 20
0.439 1.003 1.53 20
0.207 0.549 3.464 20
0.745 -0.305 3.398 20
0.425 0.326 1.879 21
0.177 0.82 0.333 20
0.155 0.492 -1.036 20
-0.53 0.917 1.181 20
-0.009 0.036 2.947 20
0.573 0.0 1.1 20
-0.042 0.694 -0.955 21
0.419 0.284 0.661 20
-0.243 0.441 3.575 20
0.041 -0.003 1.596 20
1.1 -0.134 -0.107 20
2.87 -1.623 -2.411 20
0.198 0.724 -2.769 21
-1.645 1.76 -2.057 20
-1.885 0.066 -0.366 20
-2.068 0.297 3.669 20
-2.029 -0.998 1.592 20
1.549 -2.297 -1.174 21
1.761 -1.19 1.374 20
1.705 -2.119 2.771 20
1.209 -1.312 3.042 20
1.619 -0.773 1.86 20
2.088 -0.566 0.48 20
3.001 -1.208 -0.451 21
3.352 -2.146 -2.04 20
3.741 -2.615 -3.162 20
4.057 -2.064 -2.27 20
5.175 -1.793 -1.476 20
5.647 -1.478 -2.521 21
4.472 -0.075 -4.399 20
3.447 0.304 1.493 20
4.581 -0.665 0.125 20
4.147 -0.823 -1.581 20
3.036 -1.023 -0.545 20
2.577 -1.567 0.636 21
3.794 -2.441 -0.513 20
5.217 -3.503 -2.702 20
3.481 -2.467 -1.854 20
-1.445 1.926 1.094 20
-6.029 7.078 2.882 20
-4.986 4.868 0.63 21
-1.665 -0.174 1.214 20
-0.336 -1.336 3.416 20
-1.663 0.651 2.939 20
-1.38 1.397 -0.252 20
-1.469 1.796 -5.709 20
-2.057 3.393 -9.597 21
-3.205 5.891 -8.762 20
-3.947 6.621 -9.052 20
-2.951 4.708 -8.787 20
-1.841 2.379 -5.834 20
-1.017 0.917 -4.945 20
2.107 -0.908 -7.816 21
4.848 -2.36 -8.632 20
4.837 -3.09 -6.919 20
2.883 -3.048 -6.141 20
2.448 -4.477 -5.555 20
1.61 -8.19 -1.239 20
1.693 -11.079 9.157 21
3.257 -10.95 16.731 20
2.601 -9.055 16.873 20
1.248 -5.603 14.96 20
-0.458 -2.786 10.109 20
2.213 -1.681 5.996 21
8.992 -1.75 3.809 20
11.891 -1.148 -7.624 20
2.255 4.153 -18.37 20
-4.707 5.719 -8.565 20
-3.755 1.878 -2.881 20
-0.148 -2.582 -0.454 21
-7.054 1.796 0.953 20
-7.396 0.066 -1.22 20
0.339 -4.105 0.626 20
13.139 -8.343 1.835 20
18.823 -8.813 -1.529 20
5.861 -1.007 -6.264 21
1.222 -1.268 -7.623 20
-0.057 -4.013 -5.526 20
-0.907 -3.618 -1.936 20
0.821 -1.848 0.986 20
1.53 -1.676 4.576 21
1.905 1.422 2.629 20
-0.947 5.174 -0.625 20
-0.996 5.363 -1.844 20
-2.225 2.298 7.895 20
-10.747 2.379 6.288 20
-13.475 3.005 -4.224 21
-11.614 0.644 -3.507 20
-4.675 -2.529 0.829 20
-6.818 -0.012 1.505 20
-5.056 0.363 1.519 20
-3.143 1.103 1.832 20
-1.597 2.489 -0.068 21
2.05 4.625 -1.691 20
2.209 5.087 -1.729 20
2.579 2.722 -5.952 20
2.362 -1.65 -1.696 20
15.462 -13.808 1.293 20
7.577 -12.874 -5.704 21
-2.745 -8.714 -3.079 20
-7.968 1.103 -0.784 20
-5.207 5.132 -3.392 20
0.327 3.754 -3.589 20
10.16 -3.163 -2.984 20
3.644 -4.524 -3.533 21
-3.724 -1.698 -5.314 20
-12.329 1.377 -0.395 20
-10.438 2.121 3.347 20
-3.614 3.373 -2.021 20
-1.257 1.218 -0.536 21
