# Accelerometer Data File
# Started @Sun Jan 24 21:04:46 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-3.327 5.252 8.016 0
-1.664 3.563 7.48 20
-1.25 3.118 6.674 20
-1.187 3.214 6.897 20
-0.737 2.976 5.211 20
-0.044 2.155 3.448 20
0.671 1.698 4.547 21
0.282 1.905 3.491 20
0.237 1.4 2.728 20
1.125 0.406 3.214 20
1.59 -0.011 2.479 20
1.336 0.119 2.007 20
0.601 -0.179 1.823 21
-1.37 1.414 1.589 20
-1.076 1.993 3.463 20
0.109 0.349 4.007 20
0.141 0.206 2.224 20
0.069 0.063 1.064 21
-0.168 0.248 0.69 20
0.264 0.249 0.089 20
0.705 0.351 0.412 20
0.0 0.17 0.825 20
-0.336 0.709 0.909 20
0.026 -0.032 1.633 21
0.327 -0.785 1.36 20
-0.112 -0.344 0.553 20
0.741 0.019 0.534 20
0.419 -0.014 -0.376 20
0.802 -0.416 0.258 21
1.42 -0.174 -0.446 20
0.054 1.084 -1.822 20
-0.225 1.107 0.379 20
1.793 -1.128 1.65 20
5.208 -3.223 0.286 20
5.291 -3.983 -2.309 21
0.146 -1.14 -0.886 20
0.058 -0.299 0.353 20
0.712 -0.405 -1.712 20
0.162 1.525 -3.149 20
-1.496 2.843 -3.792 20
2.287 -1.808 -0.896 21
1.789 -2.593 1.249 20
4.421 -3.144 2.967 20
5.842 -3.692 2.433 20
6.584 -5.373 -0.008 20
3.45 -2.549 2.728 21
2.922 -2.843 3.403 20
3.973 -3.1 -0.409 20
2.114 -1.544 -3.863 20
1.118 -0.243 -4.294 20
-0.03 0.167 0.08 20
-1.297 0.322 3.595 21
0.47 -1.802 -0.151 20
2.295 -2.532 -9.178 20
1.52 -0.2 -10.933 20
-0.307 1.945 -7.229 20
0.146 0.724 -6.301 21
1.619 -1.152 -3.623 20
0.036 -1.815 2.107 20
1.018 -3.645 1.797 20
6.181 -5.482 -1.107 20
6.643 -4.89 -1.367 20
4.003 -3.08 -1.166 21
2.868 -2.498 -3.324 20
3.075 -1.832 -6.063 20
3.056 0.017 -6.897 20
3.216 1.022 -6.115 20
4.054 0.853 -5.488 21
5.141 2.734 -6.739 20
6.194 5.968 -10.349 20
8.968 0.77 -11.33 20
9.925 -4.963 -7.198 20
1.779 -3.895 2.405 20
-3.318 -1.285 8.956 21
-1.632 -0.676 11.294 20
0.814 -1.891 8.772 20
1.137 -1.758 -2.114 20
1.056 -1.66 -5.663 20
0.733 -0.676 -0.174 20
-1.015 -0.251 4.076 21
-1.448 -0.208 0.769 20
0.8 -0.451 -0.447 20
-3.405 0.557 0.873 20
-13.472 7.008 -0.111 20
-13.998 9.703 -8.736 21
-10.832 8.01 -9.354 20
-3.225 2.964 -0.196 20
4.644 -2.37 0.782 20
6.659 -5.306 1.24 20
-0.739 0.635 6.642 20
1.456 1.018 6.989 21
1.178 2.106 4.013 20
-9.662 9.365 -9.859 20
1.949 3.017 4.941 20
0.18 1.467 8.084 20
1.169 0.154 3.093 20
-0.21 -0.839 1.925 21
-2.145 -1.337 3.757 20
-0.591 -4.358 6.548 20
-2.541 -2.436 1.793 20
-3.63 -1.554 -1.701 20
-3.084 -0.366 -0.16 21
-0.68 -2.684 -4.303 20
9.6 -5.57 -4.196 20
6.633 -4.178 -2.799 20
7.78 -4.864 -0.314 20
3.688 0.768 -1.449 21
-0.564 3.966 -2.086 20
-6.238 2.866 1.334 20
-6.85 -0.869 4.55 20
-5.067 -2.375 -1.986 20
-4.386 0.334 -3.507 20
-1.731 -0.136 3.166 21
-1.012 1.767 -1.772 20
-0.476 1.015 -4.1 20
3.866 -3.753 -1.293 20
1.549 -4.719 -3.166 20
2.567 -10.061 -4.723 21
3.798 -13.641 1.19 20
-1.475 -11.414 -0.532 20
-4.49 -3.406 -3.103 20
-0.195 -2.693 7.857 20
0.628 -2.264 8.011 20
-1.256 -1.789 0.913 21
-0.408 -1.654 -2.157 20
0.158 -0.718 2.852 20
-2.942 -0.177 -1.231 20
-5.392 0.392 -7.211 20
1.448 -15.001 -2.027 20
-8.971 -5.987 3.448 21
-6.828 0.298 5.259 20
-0.057 11.787 1.359 20
-7.983 8.942 6.447 20
-5.322 -1.593 -0.057 20
-0.206 -2.087 -12.372 20
0.696 -2.214 -14.662 21
0.837 1.365 -4.274 20
0.935 2.807 8.271 20
-5.537 -6.161 4.057 20
-8.778 2.2 -6.14 20
-5.807 2.435 1.346 21
-1.837 -0.477 -3.975 20
-0.536 -3.363 -7.141 20
2.03 -0.438 -4.532 20
-0.073 -1.633 -1.289 20
-0.773 -1.675 -3.305 20
0.724 -1.712 -4.201 21
-1.238 -2.558 -5.295 20
-1.828 -0.733 -4.291 20
-0.082 3.028 -0.716 20
-3.89 5.998 8.597 20
-7.362 5.198 10.639 21
-6.639 3.85 -2.404 20
-6.792 3.098 -7.472 20
-6.32 0.212 0.648 20
-4.357 -4.709 9.092 20
2.793 -10.533 13.64 20
7.25 -12.401 8.173 21
9.679 -12.383 -1.472 20
14.752 -13.799 -2.868 20
13.575 -9.213 1.169 20
11.738 0.355 -5.708 20
7.38 7.486 -8.281 20
2.815 7.179 -1.537 21
-1.48 4.046 0.039 20
-5.26 5.315 -0.714 20
-6.883 8.752 -1.322 20
-6.911 10.307 -3.837 20
-3.279 10.132 -5.294 21
1.093 7.538 1.913 20
2.316 5.502 1.351 20
-0.116 2.679 0.019 20
1.218 -2.268 1.742 20
5.93 -7.086 5.239 20
7.7 -12.306 0.951 21
6.027 -27.75 -8.75 20
1.711 -27.874 -2.843 20
1.973 -8.691 4.669 20
1.828 3.765 5.466 20
1.513 8.433 0.081 21
1.246 10.554 2.919 20
-0.482 9.995 1.698 20
-3.7 8.933 1.638 20
-6.077 8.591 2.52 20
-6.933 8.601 1.983 20
-6.395 8.901 1.261 21
-5.962 10.576 4.328 20
-6.487 12.147 5.736 20
-2.96 9.822 -0.934 20
2.126 5.176 -3.33 20
4.543 -1.476 -12.309 20
-2.816 -7.451 -5.171 21
-9.651 -0.557 13.606 20
-9.173 -10.177 13.373 20
2.547 -24.296 16.613 20
12.373 -18.038 14.154 20
12.882 -9.732 -8.005 21
14.459 -7.84 -12.226 20
20.837 -7.185 -0.797 20
14.299 -0.13 -3.733 20
1.576 2.542 -7.842 20
-5.126 4.26 -1.392 20
-9.393 7.495 -1.389 21
-8.699 7.785 -7.668 20
-6.184 7.802 -6.979 20
-4.039 8.817 -4.573 20
-2.379 8.509 -0.86 20
-0.226 6.686 -1.594 20
-0.889 3.592 1.165 21
-0.96 0.18 4.64 20
4.221 -4.112 3.939 20
5.698 -8.64 -1.533 20
6.817 -25.951 -8.094 20
2.858 -32.643 -0.387 21
2.089 -10.338 6.804 20
3.253 5.717 5.5 20
-0.158 11.2 1.417 20
-3.268 12.871 3.53 20
-4.815 11.0 3.528 21
-8.305 10.292 1.576 20
-9.587 10.492 2.334 20
-8.499 11.219 3.897 20
-8.199 11.768 1.084 20
-7.935 10.966 -2.191 20
-5.449 8.6 -4.44 21
0.22 4.48 -4.546 20
2.653 -2.487 -10.384 20
-3.327 -4.079 -0.317 20
-7.135 -0.62 8.262 20
-4.964 -19.399 16.694 20
4.879 -32.6 26.259 21
15.947 -22.077 14.994 20
22.504 -10.131 -34.797 20
21.323 0.376 -17.477 20
8.398 4.952 11.78 20
-0.621 1.624 -9.462 20
-7.065 6.373 -2.788 21
-9.543 10.028 -3.615 20
-6.098 8.876 -5.282 20
-4.329 9.528 -4.726 20
-1.498 9.392 -4.855 20
1.695 6.198 -6.307 21
-0.673 2.754 -1.378 20
-2.966 0.35 4.324 20
1.803 -3.536 6.901 20
4.576 -6.908 7.588 20
8.87 -20.925 -4.035 20
8.904 -30.679 -5.303 21
0.819 -11.604 5.776 20
1.53 2.955 6.261 20
2.766 6.15 3.666 20
-2.783 9.448 4.035 20
-7.129 10.027 3.079 21
-8.406 10.083 0.969 20
-9.814 12.041 1.612 20
-10.799 13.196 2.121 20
-11.483 13.081 -0.783 20
