# Accelerometer Data File
# Started @Sun Jan 24 20:59:04 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-1.428 3.737 6.785 0
-1.417 3.449 7.202 20
-0.932 2.966 8.431 20
-0.209 1.978 5.52 20
0.309 1.45 4.233 20
0.474 1.678 4.325 20
0.006 1.568 5.076 21
-0.222 1.198 5.262 20
-0.15 1.264 4.835 20
-0.504 1.288 3.082 20
-0.55 -0.015 0.743 20
-0.463 0.505 1.531 20
-1.014 2.003 3.922 21
-0.675 1.809 2.363 20
-0.414 0.582 0.712 20
-0.471 -0.232 2.379 20
-0.36 0.043 2.486 20
0.24 0.043 0.351 20
1.963 -0.405 -1.412 21
1.581 0.159 -2.194 20
1.058 -0.251 -0.254 20
0.683 -0.967 5.08 20
0.587 -0.541 4.178 20
0.278 -0.545 1.106 20
-0.282 -0.3 0.15 21
-0.34 -0.628 3.649 20
0.235 -0.906 4.347 20
1.007 -1.277 2.852 20
0.065 -2.281 2.125 20
-0.214 -0.626 -1.39 21
2.316 1.088 -6.354 20
2.5 0.895 -6.592 20
0.474 0.885 -0.926 20
1.36 0.292 2.943 20
2.735 -1.379 2.407 20
1.716 -1.459 2.16 21
0.438 -1.281 1.924 20
0.623 -1.342 1.132 20
2.175 -1.378 0.0 20
2.042 -1.1 0.56 20
1.635 -1.036 1.332 20
1.894 -1.1 0.856 21
3.078 -0.899 1.214 20
3.854 -0.544 -0.318 20
3.995 -1.033 -1.75 20
3.761 -1.577 -4.568 20
3.411 -1.88 -1.099 21
3.572 -2.337 -1.877 20
1.484 -1.799 -1.552 20
-0.828 -1.347 -0.178 20
-1.528 -1.851 -1.053 20
-1.259 -3.352 -1.706 20
-2.996 -4.241 1.902 21
-5.307 -2.661 -2.174 20
-2.706 -2.818 -2.621 20
2.313 -2.622 -5.483 20
5.55 -1.463 -11.717 20
3.771 1.123 -6.033 20
5.192 1.168 0.61 20
9.2 -2.171 1.692 21
9.106 -3.157 1.574 20
6.854 -2.477 2.344 20
6.38 -1.856 2.536 20
5.608 -1.418 -0.286 20
4.584 0.24 -4.0 21
2.89 2.129 -3.46 20
0.844 3.455 -2.103 20
0.076 3.534 -5.297 20
0.538 3.278 -5.015 20
7.666 2.581 -6.023 20
2.201 4.805 -13.16 21
-6.322 4.315 -6.775 20
-3.642 -0.257 1.596 20
2.087 -4.894 6.55 20
1.596 -4.782 8.424 20
-1.016 -2.711 5.766 20
-2.602 -0.473 0.317 21
0.736 0.541 -3.023 20
1.274 1.283 -2.048 20
0.655 -0.669 1.232 20
-0.606 -1.962 2.651 20
-1.69 -1.768 -0.007 20
-2.715 -0.796 1.226 21
-2.03 -0.214 0.692 20
-4.528 0.755 -6.532 20
3.107 -2.508 -1.892 20
0.612 -3.262 -2.945 20
-3.939 -0.637 -1.803 21
-3.532 1.616 -4.018 20
-5.371 4.583 -4.992 20
0.518 3.316 -2.44 20
5.22 3.264 -5.014 20
4.694 2.968 -4.592 20
3.437 0.448 -2.057 21
2.897 -4.101 1.468 20
6.536 -11.506 1.371 20
-1.686 -10.737 -1.794 20
-9.656 -7.253 -1.774 20
-14.872 -7.323 -4.563 20
-8.208 -2.572 -5.631 21
-1.568 -0.608 0.271 20
-2.259 -2.494 5.177 20
-3.348 -3.139 3.497 20
-1.769 -3.765 2.688 20
-0.986 -1.006 1.913 20
-1.12 0.454 -2.851 21
-0.04 0.133 -5.252 20
-0.709 1.447 -0.751 20
-1.923 -0.391 -1.896 20
1.401 -2.924 -3.127 20
1.88 -3.867 -0.038 20
1.743 -6.983 1.673 21
2.459 -3.336 1.79 20
-6.261 11.556 -2.471 20
-3.629 0.877 -3.108 20
2.679 -4.69 -0.389 20
-2.5 3.941 2.206 20
-3.25 5.834 4.111 21
-5.318 4.395 4.396 20
-6.78 -2.66 -2.29 20
-6.413 -10.02 -8.43 20
-1.567 -17.534 0.154 20
-1.57 0.567 10.125 21
1.169 0.318 10.063 20
-5.725 -6.577 -12.131 20
-5.862 -10.237 -14.88 20
-2.654 -4.46 -3.412 20
-1.96 -1.306 -0.465 20
-2.27 -1.945 1.877 21
-4.268 2.177 1.329 20
-2.593 2.953 2.501 20
-1.342 0.765 -1.403 20
-0.703 1.669 -3.809 20
0.627 3.238 2.308 20
-0.004 3.925 3.147 21
-0.098 3.575 -3.1 20
0.879 3.548 -2.4 20
1.179 1.999 -1.285 20
0.654 0.074 -1.99 20
0.536 0.284 -0.972 20
1.845 1.323 -1.252 21
1.831 2.695 -1.474 20
1.271 2.984 -1.098 20
1.1 2.563 -1.031 20
0.773 2.561 -0.827 20
0.173 2.803 -1.6 20
-0.065 2.361 -3.178 21
-0.056 1.674 -4.261 20
0.457 1.53 -4.262 20
2.587 1.466 -1.686 20
4.04 1.737 4.747 20
0.708 1.13 9.961 21
-2.714 -0.711 1.838 20
-4.521 -0.532 -0.65 20
-4.638 -2.262 7.639 20
-4.166 -6.115 1.13 20
-2.033 -7.182 -0.651 20
-2.793 -4.071 1.711 21
-2.671 -2.825 6.406 20
4.08 -7.749 9.452 20
11.461 -14.874 4.93 20
17.527 -16.558 4.008 20
17.253 -8.581 -3.448 20
7.605 4.966 -11.811 21
0.055 8.818 -4.046 20
-1.457 3.573 2.649 20
-5.487 3.461 -2.095 20
-7.87 7.276 -1.7 20
-8.81 10.14 -4.796 20
-7.209 10.646 -7.441 21
-0.721 7.037 2.735 20
2.726 4.911 0.167 20
1.061 3.501 0.743 20
-0.167 0.797 6.005 20
4.324 -4.103 0.133 20
9.551 -11.126 1.76 21
6.257 -22.895 -5.898 20
-3.272 -28.783 -0.576 20
0.588 -13.006 4.01 20
4.709 2.111 -0.137 20
1.401 8.566 1.752 21
1.311 11.607 3.909 20
0.114 11.926 3.076 20
-2.093 11.102 2.387 20
-4.807 10.69 1.109 20
-5.081 10.138 2.943 20
-4.286 10.459 6.176 21
-4.828 10.672 3.042 20
-4.938 9.65 -2.317 20
-3.448 7.659 -2.881 20
-1.661 4.946 -1.885 20
-2.068 0.075 -11.532 20
-5.457 -5.807 1.682 21
-4.448 -6.278 10.686 20
-3.38 -19.655 14.084 20
0.872 -24.918 8.689 20
9.579 -11.677 -3.103 20
15.054 -5.46 -2.704 20
12.727 -3.918 8.375 21
12.591 -3.602 1.546 20
10.941 -2.142 -13.199 20
2.998 0.18 -10.65 20
-4.463 1.199 -2.945 20
-10.678 3.407 -2.325 21
-9.854 5.93 -4.183 20
-5.829 7.973 -3.157 20
-3.252 10.548 1.015 20
0.561 11.504 -3.001 20
4.661 9.375 -2.962 20
2.55 6.066 3.625 21
-0.099 1.84 1.981 20
2.493 -3.807 1.816 20
2.202 -8.876 2.593 20
2.17 -25.523 -5.144 20
-2.714 -32.698 -1.161 21
1.008 -13.08 3.159 20
8.716 1.976 4.725 20
2.759 8.293 1.814 20
-2.699 12.36 2.585 20
-1.69 11.139 2.62 20
-4.382 10.586 0.601 21
-7.697 11.741 0.325 20
-7.723 12.044 2.257 20
-7.043 12.017 2.764 20
-6.199 11.397 1.36 20
-2.923 8.651 -1.341 20
1.055 5.108 -1.711 21
2.832 3.164 -6.261 20
1.432 -4.199 -16.555 20
-6.174 -5.105 4.488 20
-9.491 -10.616 16.714 20
-6.263 -27.182 19.986 20
4.379 -20.865 11.591 21
14.177 -12.093 -6.617 20
19.037 -7.029 -12.431 20
14.283 0.376 0.856 20
8.207 0.388 -8.458 20
0.679 -1.312 -7.897 20
-5.683 2.244 -2.897 21
-9.547 5.945 -1.889 20
-8.474 8.509 -5.115 20
-4.858 10.129 -3.306 20
-2.089 11.591 -2.046 20
2.062 10.333 -3.247 20
4.727 7.499 -4.455 21
1.577 3.129 1.524 20
-1.094 -0.641 5.254 20
2.697 -4.815 6.732 20
5.109 -10.924 1.895 20
5.734 -28.17 -4.888 20
-0.519 -26.336 1.134 21
3.216 -5.228 3.935 20
6.168 3.883 2.949 20
-0.552 8.748 3.331 20
-2.713 10.174 2.429 20
-3.056 9.213 2.08 21
-6.219 10.029 0.044 20
-8.337 11.195 0.358 20
-8.459 11.367 0.859 20
-8.234 11.217 -0.308 20
-6.557 10.697 0.821 20
-2.259 8.228 0.8 21
2.094 4.506 -2.964 20
3.443 1.181 -12.115 20
1.404 -4.574 -7.676 20
-3.756 -1.928 11.022 20
-4.118 -11.396 15.577 20
-4.7 -26.012 14.069 21
4.339 -19.819 7.638 20
14.208 -10.556 -2.507 20
14.562 -5.458 -5.812 20
12.748 -1.95 -4.76 20
6.863 -1.026 -8.314 20
-2.336 -0.38 -5.814 21
-7.647 2.492 -3.208 20
-10.778 6.481 -2.637 20
-8.148 8.976 -6.924 20
-3.362 10.547 -5.257 20
1.371 11.605 -3.274 20
6.18 9.582 -1.586 21
4.046 7.024 -1.149 20
-1.437 3.526 3.203 20
-0.153 -0.547 3.721 20
5.993 -6.816 5.449 20
7.772 -16.368 -1.177 21
3.144 -30.511 -3.566 20
-5.659 -24.806 2.287 20
1.309 -5.319 3.561 20
5.619 4.159 3.731 20
-1.791 10.551 1.372 20
-3.447 12.247 3.514 21
-2.979 10.699 1.513 20
-6.75 11.537 -1.552 20
-8.22 12.483 0.407 20
-7.327 12.378 2.701 20
-5.893 11.097 2.295 20
-3.221 9.284 -0.2 21
0.453 5.835 -1.766 20
2.052 3.684 0.041 20
1.621 1.979 -11.753 20
-1.511 -2.426 -8.109 20
-5.303 -2.237 8.991 21
-6.897 -16.622 11.037 20
-8.3 -26.317 13.629 20
4.3 -16.14 11.058 20
16.017 -8.927 -1.911 20
18.27 -5.488 -10.425 20
14.517 -2.533 -3.631 21
5.694 -1.864 -8.42 20
-1.059 0.31 -7.086 20
-3.318 2.297 -1.962 20
-6.449 5.9 -2.174 20
-6.324 9.091 -6.757 20
-4.128 10.392 -4.355 21
-1.458 11.433 -0.174 20
2.1 10.952 -0.107 20
3.507 8.949 -1.539 20
0.047 5.172 2.128 20
-0.103 -0.006 1.928 21
6.51 -7.245 4.256 20
8.98 -16.388 -2.085 20
3.402 -31.619 -1.499 20
-7.32 -24.859 3.046 20
0.663 -3.752 4.076 20
7.52 4.972 2.034 21
0.048 8.976 1.568 20
-1.834 9.984 3.651 20
-3.99 9.611 1.347 20
-7.383 10.209 -0.048 20
-9.094 11.531 0.963 20
-8.698 12.31 2.346 21
-7.722 11.598 1.497 20
-5.997 10.801 -0.577 20
-1.861 7.953 -2.193 20
2.006 4.777 -2.264 20
3.856 0.956 -12.751 21
-0.125 -3.703 -0.881 20
-4.381 -1.806 10.156 20
-7.067 -16.933 12.51 20
-6.336 -28.16 14.521 20
5.059 -16.541 9.759 20
14.806 -11.444 -5.609 21
17.325 -8.491 -11.313 20
15.185 -2.049 -2.375 20
6.694 0.697 -5.746 20
-1.895 1.815 -6.799 20
-7.538 5.307 -2.987 20
-9.953 8.364 -3.111 21
-7.209 9.269 -4.994 20
-4.798 10.88 -4.855 20
-1.117 11.404 -2.994 20
4.166 9.063 -4.208 20
5.332 5.908 -3.802 20
-0.551 2.536 5.276 21
-0.576 -1.612 5.628 20
3.836 -6.787 6.835 20
6.509 -21.355 -5.248 20
1.868 -35.307 -4.723 20
-1.891 -17.784 4.208 20
7.036 0.447 6.911 21
3.775 6.144 3.312 20
-3.401 10.285 3.934 20
-3.93 11.078 1.692 20
-5.009 10.473 1.122 20
-7.486 11.676 0.072 20
-7.921 13.251 0.246 21
-7.4 13.724 -0.418 20
-6.257 13.082 -0.359 20
-1.983 10.189 -0.252 20
3.449 4.684 -0.798 20
5.178 1.255 -3.398 21
1.892 -3.509 -17.037 20
-4.795 -3.746 1.021 20
-7.579 -5.243 10.834 20
-8.861 -22.343 13.234 20
-2.367 -21.797 14.55 20
6.809 -8.486 8.543 21
13.944 -8.619 -3.702 20
17.536 -7.892 -7.769 20
14.78 -2.14 -2.829 20
7.621 1.882 -5.439 20
0.708 1.453 -8.12 20
-5.424 2.924 -3.882 21
-10.326 5.913 -0.18 20
-10.177 8.03 -5.673 20
-5.656 9.464 -5.591 20
-1.399 10.978 -3.41 20
2.778 9.826 -2.86 21
4.852 7.216 -2.311 20
1.489 3.7 2.628 20
0.723 -0.261 3.048 20
6.071 -5.458 6.085 20
8.176 -12.26 1.889 20
5.558 -28.301 -5.653 21
-4.987 -28.724 2.216 20
-0.895 -8.123 4.939 20
5.955 3.597 3.244 20
0.217 8.879 0.639 20
-3.356 10.801 2.865 20
-3.463 10.244 2.328 21
-6.281 10.945 0.056 20
-8.391 12.002 0.341 20
-7.916 12.086 1.286 20
-6.717 11.611 0.75 20
-5.015 10.808 -2.576 21
-1.241 7.256 -5.377 20
1.321 4.234 -1.828 20
0.684 3.408 -3.361 20
-2.408 -0.239 -3.271 20
-4.192 -0.888 4.683 20
-4.842 -13.153 11.927 21
-3.868 -31.269 16.999 20
9.035 -24.322 9.422 20
17.363 -9.691 -5.44 20
16.146 -1.579 -10.133 20
13.068 -0.335 -6.228 20
4.304 -2.341 -7.88 21
-2.798 -0.548 -5.499 20
-8.945 4.053 -1.131 20
-9.366 7.11 -4.652 20
