# Accelerometer Data File
# Started @Sun Jan 24 20:53:29 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.835 4.905 7.432 0
-0.851 4.115 6.663 20
-0.968 3.484 7.767 20
-0.315 3.146 6.263 20
0.338 2.965 3.201 20
0.552 2.791 2.104 20
0.648 1.661 3.319 21
0.551 0.968 3.962 20
0.457 0.68 3.285 20
0.711 0.362 3.032 20
0.659 0.332 2.574 20
-0.398 1.12 2.249 20
-0.595 1.603 2.389 21
-0.21 1.061 3.247 20
-0.404 0.623 2.433 20
-0.271 0.586 1.418 20
0.227 0.588 1.867 20
0.258 0.557 1.751 20
0.467 0.588 0.707 21
0.543 0.449 0.324 20
-0.407 0.169 2.462 20
-0.823 0.687 3.102 20
0.625 -0.185 1.436 20
0.547 -0.533 0.395 20
-0.966 0.22 0.748 21
-0.779 -0.148 1.719 20
0.592 -0.211 0.359 20
1.078 0.256 0.476 20
1.046 0.34 3.889 20
1.021 -0.465 1.855 21
1.527 -0.345 -3.362 20
3.485 -1.749 -5.449 20
2.644 -3.089 -2.478 20
-0.064 -1.541 3.46 20
2.432 -1.029 1.62 20
4.845 -1.598 -1.654 21
5.268 -1.652 -5.458 20
5.776 -1.694 -8.012 20
2.57 0.033 -8.33 20
0.601 0.789 -1.391 20
-0.894 0.38 -4.012 20
-0.684 -2.177 -4.417 21
2.4 -7.675 -0.584 20
4.583 -4.568 6.886 20
5.477 -4.982 6.973 20
6.229 -6.705 4.357 20
4.616 -6.284 3.678 20
-1.18 -4.854 3.392 21
-7.239 -3.907 -0.814 20
-9.324 -3.99 -5.364 20
-7.081 -3.072 -11.224 20
-0.351 -2.236 -14.594 20
7.692 -2.261 -11.343 20
14.665 -2.804 -3.329 21
17.456 -1.545 2.832 20
17.785 0.605 4.625 20
18.319 0.333 2.556 20
16.826 1.628 -0.387 20
7.565 5.098 -4.828 21
-7.607 11.571 -10.196 20
-8.713 12.343 -8.776 20
-0.115 4.684 -0.329 20
-2.41 -1.356 4.317 20
-4.411 -1.011 7.147 20
-4.818 0.51 5.518 21
-4.122 1.172 2.507 20
-2.268 2.864 -2.898 20
-5.258 7.163 -9.466 20
-4.195 5.573 -0.581 20
-3.036 1.62 1.213 20
-3.347 3.082 -0.198 21
-1.391 3.2 3.764 20
