# Accelerometer Data File
# Started @Sun Jan 24 20:49:02 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.247 4.776 7.54 0
-1.775 4.05 6.62 20
-1.675 3.667 5.617 20
-2.027 3.703 5.299 20
-1.617 3.329 5.31 20
-1.332 2.795 4.568 20
-0.988 2.449 3.803 21
-1.074 2.566 3.405 20
-1.831 2.792 3.836 20
-1.372 2.037 4.302 20
0.42 1.285 2.9 20
1.167 1.055 1.741 20
2.096 1.146 0.422 21
2.391 1.327 -1.476 20
2.531 0.125 1.034 20
1.987 -0.514 2.209 20
1.45 -0.568 1.969 20
1.229 -0.559 1.705 20
0.77 -0.807 1.42 21
0.218 -0.705 1.698 20
-0.738 1.051 1.511 20
-0.679 1.931 1.17 20
0.034 0.517 0.961 20
-0.281 0.086 1.339 20
-0.035 -0.163 1.968 21
0.313 -0.399 1.715 20
0.372 -0.063 0.854 20
0.296 -0.15 0.294 20
0.449 -0.24 0.258 20
0.689 -0.563 0.605 21
0.769 -0.589 0.314 20
1.127 -0.347 0.166 20
1.536 -0.407 0.05 20
1.628 -0.83 -0.489 20
0.601 0.162 0.376 20
0.336 0.596 1.13 21
0.859 -0.165 0.864 20
0.708 0.114 0.068 20
0.297 0.363 0.417 20
-0.157 0.387 1.052 20
-0.083 0.413 0.643 20
0.31 0.479 0.559 21
1.107 0.358 0.516 20
1.417 0.245 0.238 20
1.062 0.056 -0.328 20
0.274 0.04 -1.692 20
0.906 -0.72 -2.836 20
1.411 -1.133 -1.483 21
0.06 -0.282 1.215 20
1.22 -0.437 -0.436 20
2.267 -0.178 -1.854 20
1.779 0.346 -2.721 20
0.804 0.705 -3.436 21
