# Accelerometer Data File
# Started @Sun Jan 24 20:45:33 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.441 4.293 9.202 0
-0.336 3.935 7.87 20
-0.164 3.526 6.264 20
-0.428 3.238 5.29 20
-0.633 2.774 5.276 20
-0.436 2.087 5.454 20
-0.554 1.191 5.758 20
-0.885 0.604 5.865 21
-0.811 0.153 4.431 20
-0.366 -0.663 4.264 20
-0.04 -1.815 4.189 20
0.711 -2.55 2.263 20
1.116 -2.271 0.761 20
0.821 -1.041 0.117 21
-0.308 0.411 0.994 20
-0.896 1.306 1.627 20
-0.655 1.281 2.055 20
-0.292 1.282 1.544 20
0.405 1.382 0.025 21
0.793 1.16 -0.369 20
0.925 0.809 -0.621 20
1.024 0.521 -1.083 20
0.842 0.232 -1.358 20
0.159 1.209 -1.031 20
-0.285 2.108 1.391 21
0.126 1.44 2.095 20
0.366 1.121 0.98 20
0.463 0.934 0.595 20
0.591 0.81 1.079 20
1.06 1.24 1.917 20
1.609 1.444 2.006 21
2.242 0.266 0.331 20
1.487 0.046 -0.814 20
-0.079 1.749 -0.2 20
-0.39 2.216 0.17 20
1.804 -0.076 1.061 20
1.72 -0.381 2.572 21
1.988 -0.106 1.174 20
1.533 -0.621 -0.751 20
0.342 -1.062 -0.993 20
-0.144 -0.975 0.912 20
0.094 -1.408 1.951 20
0.761 -1.161 0.563 21
0.618 -0.653 -1.042 20
-0.016 -0.275 -0.647 20
-0.351 0.036 -0.416 20
-0.337 -0.13 -0.782 20
-0.709 -0.453 -0.715 20
-1.353 0.039 -0.822 21
-1.166 0.225 -1.406 20
-0.722 0.461 -1.108 20
-0.091 0.159 -0.031 20
0.13 0.274 -0.386 20
-0.442 0.831 -1.212 21
-0.342 0.875 -0.48 20
-0.112 0.762 0.563 20
0.009 0.603 1.084 20
-0.246 0.556 1.316 20
-0.381 0.602 1.148 20
-0.39 0.585 1.408 21
-0.122 0.179 1.643 20
-0.024 0.127 0.995 20
-0.086 -0.127 0.139 20
-0.384 -0.388 0.737 20
-0.024 -0.733 2.24 20
1.131 -1.188 3.432 21
1.764 -1.146 1.657 20
0.811 -0.823 -0.842 20
-0.34 -0.596 -1.163 20
-0.526 -0.342 -2.287 20
0.668 -1.451 -4.171 20
-0.428 -1.709 -3.491 21
-2.475 0.136 -0.699 20
-0.356 -0.353 -0.015 20
2.423 -1.145 -0.897 20
3.451 -1.05 -2.931 20
3.875 -0.447 -4.962 20
4.456 -0.232 -5.787 21
4.644 -0.377 -4.234 20
4.287 -0.807 -2.819 20
3.662 -0.621 -2.955 20
2.761 -0.05 -2.161 20
1.205 0.7 -1.572 21
-0.124 1.195 1.699 20
-0.634 1.44 2.452 20
-1.327 1.304 3.188 20
1.858 -2.475 2.647 20
4.783 -4.101 0.813 20
6.693 -4.948 -0.514 21
6.112 -5.57 -0.917 20
2.94 -5.405 -1.084 20
-0.419 -4.317 -5.072 20
-0.767 -3.247 -5.194 20
0.488 -2.715 -2.918 20
3.479 -2.746 -2.348 21
8.294 -3.305 -0.992 20
8.043 -1.118 2.946 20
3.994 4.425 5.12 20
-0.607 9.847 4.412 20
-0.466 9.024 0.133 20
3.445 6.114 -1.33 21
5.789 5.762 -2.821 20
7.666 6.694 -9.856 20
1.335 7.019 -14.484 20
-6.061 6.66 -5.805 20
-2.193 2.674 1.393 20
-0.797 -2.485 2.931 21
-4.339 -3.933 2.298 20
-4.713 -4.061 -0.65 20
-1.903 -4.675 -2.303 20
-0.453 -4.145 -3.006 20
-0.443 -3.219 -2.074 21
0.53 -3.359 0.84 20
-1.488 -2.937 6.14 20
-2.144 0.004 3.273 20
0.75 0.792 0.432 20
2.054 2.295 -1.012 20
1.655 3.273 -3.112 21
2.539 2.541 -2.645 20
4.461 -0.752 -1.335 20
2.331 -1.563 -0.32 20
-0.297 -2.03 1.248 20
2.364 -6.428 11.105 20
-1.333 -1.997 -3.714 21
-4.076 -0.303 -1.723 20
-2.504 -4.878 4.724 20
-2.853 -1.382 -1.075 20
-4.077 0.93 -3.945 20
-2.74 -2.525 -0.448 20
-1.323 -3.803 2.841 21
0.404 -2.121 5.793 20
1.997 1.288 -0.001 20
2.537 3.813 -7.551 20
2.564 0.68 -4.747 20
-0.232 -1.698 0.875 20
1.201 -2.843 -0.387 21
0.751 -2.22 -4.796 20
-0.899 -1.77 -4.78 20
-2.495 -0.215 -1.693 20
-2.302 0.642 -2.875 20
-1.093 -0.256 -5.988 20
-3.829 -0.439 8.389 21
