# Accelerometer Data File
# Started @Sun Jan 24 20:47:41 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-1.848 5.403 6.371 0
-1.42 4.641 6.15 20
-1.205 4.248 5.6 20
-1.162 3.87 5.055 20
-1.252 3.462 4.388 20
-1.181 3.206 4.195 20
-1.494 3.358 4.256 21
-1.899 3.619 4.218 20
-1.165 2.906 3.057 20
-0.734 2.035 2.712 20
-0.59 1.659 3.295 20
0.023 1.318 3.159 20
0.764 0.574 2.453 21
1.091 0.124 0.507 20
0.887 0.103 -0.233 20
0.175 0.384 1.126 20
-0.969 0.581 3.154 20
-1.045 0.154 4.426 20
0.122 -0.723 5.464 21
0.968 -1.125 4.286 20
1.164 -1.821 1.768 20
1.237 -2.592 -0.188 20
1.767 -2.928 -1.258 20
1.517 -2.038 -1.553 21
1.029 -0.12 -0.292 20
0.997 -0.55 0.666 20
0.845 -0.788 0.83 20
1.274 -0.713 1.029 20
1.981 -0.437 0.394 20
2.365 -0.083 -0.927 21
2.283 0.256 -1.443 20
1.462 0.66 -0.554 20
0.665 1.001 0.095 20
0.445 0.241 0.506 20
-0.487 -0.345 1.79 20
-1.742 0.342 1.542 21
-1.74 0.526 1.571 20
-0.98 0.57 1.539 20
0.234 0.504 0.971 20
1.004 0.439 0.44 20
1.013 0.572 0.176 21
1.25 -0.112 -0.45 20
1.08 -0.64 -0.451 20
0.679 0.018 0.355 20
0.419 -0.569 -0.501 20
-1.89 0.791 1.132 20
-0.888 0.842 0.075 21
0.349 0.449 -0.139 20
2.265 0.051 -0.041 20
3.938 -0.165 -1.19 20
3.16 -0.118 0.629 20
4.023 -1.13 -1.102 20
5.667 -2.138 -2.026 21
6.152 -1.892 -5.366 20
4.927 -1.229 -7.632 20
2.192 -1.306 -2.317 20
0.992 -0.714 -2.59 20
2.408 -1.033 -1.223 20
3.705 -3.051 -0.434 21
3.731 -3.966 -1.391 20
3.133 -3.66 -1.338 20
2.934 -3.223 0.765 20
1.252 -3.702 0.117 20
-1.858 -4.391 -1.276 21
-4.078 -3.969 -2.159 20
-4.53 -3.283 -2.213 20
-1.52 -3.317 -1.963 20
1.983 -3.143 -3.505 20
3.434 -2.039 -4.933 20
3.74 0.559 -5.77 21
5.12 2.189 -5.32 20
7.562 1.696 -1.75 20
9.078 0.893 0.858 20
8.578 0.89 1.035 20
7.356 0.9 0.82 20
6.148 0.818 1.007 21
6.507 1.276 2.295 20
6.234 1.107 -1.993 20
3.718 2.43 -8.764 20
1.934 3.148 -6.821 20
1.145 2.003 -1.301 21
-0.665 0.283 3.735 20
-3.714 -0.145 6.106 20
-4.354 0.765 3.833 20
-3.511 -0.41 4.573 20
-4.641 -1.587 4.577 20
-9.407 -0.954 0.567 21
-11.008 -0.27 -2.801 20
-5.819 -2.927 3.021 20
-3.827 -3.602 -1.648 20
0.017 -0.614 -0.608 20
-4.337 1.197 -2.526 21
-0.84 0.133 1.766 20
3.338 -1.397 3.045 20
2.113 1.118 -1.118 20
-2.208 4.061 -2.934 20
0.094 1.576 -1.64 20
3.377 -0.775 -1.426 21
2.407 -0.003 -2.398 20
2.611 -5.617 2.745 20
-2.647 -1.78 -4.632 20
0.019 -4.627 0.528 20
1.222 -8.463 -3.122 20
0.384 -5.767 -3.795 21
-0.824 -1.803 -0.645 20
-0.403 -0.357 -1.01 20
-0.165 -0.479 2.469 20
-1.884 -0.5 3.524 20
-2.611 -5.202 0.045 20
-0.035 -9.584 -0.1 21
2.385 -10.24 -0.806 20
2.221 -9.598 -1.318 20
0.469 -6.215 0.126 20
-2.197 -0.02 2.127 20
-3.365 2.445 1.597 20
-3.906 1.89 -1.216 21
-5.445 -0.217 -0.023 20
-6.134 -1.366 1.559 20
-3.696 -2.309 -1.539 20
-0.759 -5.375 -4.977 20
1.672 -2.711 -5.581 21
0.211 5.932 -3.986 20
2.967 -2.022 -0.819 20
1.612 -3.491 -1.129 20
-1.849 0.576 1.346 20
-1.556 2.974 1.099 20
-0.98 6.359 -0.871 21
-2.033 6.519 2.139 20
-5.241 2.529 4.665 20
-3.994 -1.015 -1.634 20
-0.111 -0.247 -3.295 20
-2.545 1.514 -3.263 20
-5.696 -0.385 -3.943 21
-3.424 -4.382 -5.925 20
-0.227 -7.186 -4.043 20
0.918 -9.139 -6.006 20
2.019 -7.906 -7.173 20
2.748 -5.541 -5.442 20
2.383 -4.06 -4.1 21
-0.905 -3.21 -0.042 20
-3.52 -3.061 6.31 20
-4.212 -4.506 8.359 20
-3.221 -1.436 5.483 20
-2.263 2.836 -0.458 21
-3.44 5.857 -1.6 20
-3.762 7.449 2.177 20
-3.162 5.904 3.565 20
-2.626 2.008 2.118 20
-0.897 -0.263 2.417 20
0.923 -1.733 1.263 21
3.806 -3.241 -1.503 20
5.12 -2.505 -0.588 20
3.495 0.954 2.225 20
2.648 3.325 1.595 20
3.627 2.967 -0.553 20
3.574 1.616 0.049 21
1.234 0.607 0.572 20
-2.049 0.19 -0.454 20
-3.42 -0.464 0.334 20
-2.902 -0.635 1.652 20
-0.22 -0.888 -0.754 21
2.312 -1.31 -3.488 20
3.323 -1.36 -1.835 20
3.644 -0.657 1.696 20
4.159 -0.393 2.177 20
3.859 -1.283 0.328 20
3.195 -3.043 -1.882 21
1.987 -3.403 -1.831 20
0.114 -0.516 -0.751 20
-0.384 1.19 0.565 20
-0.878 -0.375 -1.047 20
-2.271 -4.015 1.816 20
-4.677 -4.717 5.332 21
-6.835 -4.177 1.614 20
-1.971 -3.44 -2.593 20
1.785 -0.944 -4.436 20
-0.605 2.459 -1.14 20
-0.13 5.031 1.821 20
1.768 6.401 0.982 21
2.447 6.436 0.726 20
1.735 5.458 1.033 20
0.149 4.412 1.423 20
-1.361 3.869 0.595 20
-2.598 3.993 -0.089 21
-3.015 4.172 -1.218 20
-3.339 4.069 -3.502 20
-3.751 3.925 -5.786 20
-3.451 3.063 -5.488 20
-0.879 0.137 -2.27 20
7.206 -6.479 -3.106 21
16.019 -15.152 -5.27 20
10.554 -10.965 -6.414 20
-0.092 1.466 -3.733 20
-5.203 5.795 5.119 20
-6.82 1.846 7.914 20
-4.467 -5.924 5.609 21
-0.398 -7.542 1.862 20
-1.022 -0.018 0.794 20
-3.309 6.912 6.169 20
-3.305 8.444 7.772 20
-0.411 5.057 1.549 20
3.302 -1.695 -1.149 21
2.651 -5.283 -1.612 20
-0.047 -2.681 -1.638 20
-0.821 1.079 1.093 20
-0.514 2.251 2.96 20
0.517 0.845 1.69 21
1.539 -0.338 -0.225 20
1.747 -0.007 -1.358 20
0.098 0.547 -1.159 20
-1.595 0.011 -0.345 20
-1.632 -0.332 -0.043 21
-0.3 -0.206 0.083 20
1.012 -0.028 -0.439 20
1.616 -0.312 -0.053 20
1.67 -0.753 1.314 20
2.124 -0.914 1.821 20
2.871 -1.496 0.748 21
2.972 -2.512 -0.992 20
2.631 -2.548 -2.536 20
2.025 -1.827 -2.961 20
0.305 -0.72 -1.949 20
-0.374 0.266 0.103 20
-0.957 0.817 0.283 21
-1.064 -1.282 -0.715 20
-1.546 -4.896 1.708 20
-4.94 -5.377 3.462 20
-5.925 -4.714 2.424 20
0.572 -3.173 -1.312 20
1.273 0.832 -4.568 21
-1.21 4.235 -0.636 20
0.709 5.495 0.822 20
2.211 5.536 0.371 20
1.647 4.933 1.172 20
-0.038 4.317 1.57 20
-1.388 3.753 0.945 21
-2.558 3.238 0.202 20
-3.402 3.408 -0.57 20
-3.275 3.994 -1.739 20
-3.476 4.567 -3.618 20
-4.266 4.804 -5.802 20
-3.587 3.28 -5.524 21
-0.139 -0.703 -1.731 20
8.532 -7.407 -3.177 20
16.186 -14.044 -3.728 20
11.187 -8.086 -3.088 20
1.694 1.66 -2.932 20
-3.372 3.43 2.297 21
-5.76 -0.157 6.714 20
-4.602 -5.559 6.519 20
-1.695 -5.085 1.27 20
-3.513 2.423 0.21 20
-5.563 7.446 4.168 21
-4.231 7.274 6.552 20
-0.673 2.727 3.446 20
2.412 -2.887 1.296 20
2.757 -4.839 0.169 20
2.606 -2.74 -1.43 20
1.578 1.265 -0.12 21
1.498 2.32 1.135 20
1.139 0.589 0.182 20
0.385 -0.792 -0.777 20
-0.304 -0.021 -0.753 20
-1.283 0.758 0.179 20
-1.894 0.504 0.886 21
-1.775 0.035 0.898 20
-1.007 -0.319 -0.016 20
0.052 -0.492 -1.254 20
1.058 -0.889 -1.478 20
1.799 -1.632 0.342 20
2.415 -1.316 2.004 21
2.62 -0.923 1.715 20
2.355 -2.027 -0.212 20
2.439 -3.263 -3.362 20
1.587 -2.712 -3.826 20
0.372 -0.419 -0.781 21
0.565 0.657 0.961 20
-0.055 -0.169 -0.926 20
-1.574 -3.246 0.686 20
-3.913 -4.669 3.888 20
-6.671 -4.383 2.184 20
-3.393 -3.773 -0.802 21
1.102 -1.498 -3.05 20
-0.224 2.148 -1.24 20
-0.13 4.563 1.05 20
1.924 5.795 0.477 20
2.268 6.065 -0.018 20
1.054 5.46 0.784 21
-0.21 4.494 1.068 20
-1.192 3.684 0.593 20
-2.58 3.557 0.119 20
-3.268 3.96 -0.472 20
-3.342 4.463 -2.121 20
-3.849 4.871 -4.923 21
-3.382 3.98 -6.841 20
0.062 0.497 -4.911 20
6.625 -5.47 -3.477 20
13.122 -14.141 -2.774 20
8.535 -11.567 -2.203 21
2.098 -0.398 -3.397 20
-2.391 4.021 -0.352 20
-4.691 1.332 4.671 20
-3.976 -3.998 6.53 20
-0.631 -5.985 3.113 20
-1.776 0.464 1.537 21
-4.879 6.719 4.791 20
-4.021 7.526 6.569 20
-0.876 4.367 3.739 20
2.229 -1.45 0.099 20
2.674 -4.7 0.0 20
1.682 -3.353 -1.165 21
0.331 0.571 -0.804 20
0.297 2.36 0.955 20
1.044 1.263 1.514 20
1.636 -0.25 0.399 20
1.302 0.013 -0.698 21
-0.25 0.63 -0.316 20
-1.698 0.207 0.219 20
-2.099 -0.267 0.439 20
-1.396 -0.514 0.222 20
-0.299 -0.92 -0.726 20
0.25 -1.082 -1.13 21
0.675 -1.336 -0.105 20
2.072 -1.19 1.423 20
3.822 -0.706 1.455 20
4.768 -1.778 0.622 20
4.278 -3.431 -1.1 21
2.177 -3.176 -3.271 20
-0.538 -1.011 -2.525 20
-1.371 0.724 -0.175 20
-1.785 0.625 -0.584 20
-2.439 -2.498 -0.151 20
-3.909 -4.576 3.313 21
-6.032 -4.278 2.897 20
-3.279 -3.175 0.566 20
1.957 -0.853 -2.135 20
1.582 2.159 -2.747 20
0.777 4.494 0.89 20
2.103 5.521 0.656 21
2.434 5.586 -0.098 20
0.884 4.962 1.112 20
-0.859 4.27 0.944 20
-2.024 3.787 0.485 20
-3.061 3.529 0.09 21
-3.337 3.426 -0.673 20
-3.064 3.407 -2.16 20
-3.072 3.62 -4.535 20
-3.362 3.441 -5.893 20
-2.301 1.036 -4.15 20
3.365 -4.036 -2.459 21
12.961 -11.89 -3.429 20
13.87 -12.816 -3.267 20
4.31 -1.472 -5.588 20
-3.153 5.946 0.369 20
-6.526 4.36 7.481 20
-6.195 -3.339 7.906 21
-1.421 -8.149 4.114 20
-1.22 -2.869 -0.923 20
-4.263 5.036 1.111 20
-4.412 7.605 6.538 20
-1.755 4.951 5.106 20
2.619 -0.868 0.437 21
4.046 -4.569 0.212 20
2.173 -3.588 -0.943 20
0.291 0.458 -1.23 20
0.247 2.769 0.82 20
1.132 1.433 0.867 21
1.381 -0.425 0.064 20
0.831 -0.169 -0.385 20
-0.568 0.597 -0.209 20
-2.23 0.608 0.432 20
-2.783 0.032 0.893 20
-1.767 -0.584 0.269 21
0.157 -0.733 -0.975 20
1.956 -0.688 -1.323 20
2.813 -1.248 -0.057 20
2.868 -1.233 1.297 20
2.965 -0.815 1.26 20
3.14 -2.21 -0.318 21
3.372 -4.009 -2.731 20
1.614 -2.769 -3.616 20
-0.228 0.098 -1.117 20
-0.581 1.101 0.078 20
-1.178 -0.858 -0.789 20
-2.675 -4.159 2.307 21
-4.912 -4.883 4.42 20
-6.241 -4.192 1.203 20
-0.77 -3.036 -1.784 20
1.815 0.175 -2.649 20
-0.31 3.51 -0.515 21
0.779 5.125 1.584 20
2.219 6.044 0.115 20
1.751 5.99 0.33 20
0.09 5.089 1.416 20
-1.112 4.075 1.123 20
-2.184 3.569 0.668 21
-2.947 3.483 0.036 20
-3.167 3.592 -1.217 20
-3.45 3.692 -3.555 20
-3.773 3.791 -5.562 20
-3.618 2.318 -5.396 20
-0.014 -2.11 -2.975 21
9.328 -9.682 -4.857 20
16.178 -14.951 -3.843 20
7.72 -5.007 -4.521 20
-0.744 5.124 -2.679 20
-5.013 6.927 6.413 21
-5.413 1.032 8.011 20
-2.431 -7.724 6.46 20
-0.407 -8.151 1.534 20
-3.637 0.951 -1.037 20
-5.664 7.227 3.778 20
-3.819 7.092 6.393 21
-0.322 2.791 2.28 20
2.538 -2.532 -0.118 20
2.685 -4.745 -0.147 20
1.224 -1.563 -1.115 20
0.955 2.15 1.197 20
1.853 2.036 1.892 21
2.183 -0.193 0.748 20
1.685 -0.583 0.009 20
0.475 0.503 -0.569 20
-1.773 0.888 -0.111 20
-3.538 0.008 0.514 20
-3.687 -0.589 0.255 21
-1.776 -1.015 -0.89 20
0.809 -1.054 -1.793 20
2.463 -1.181 -1.051 20
2.859 -1.285 0.819 20
3.086 -0.62 1.92 21
3.461 -0.474 1.433 20
3.266 -2.0 -0.212 20
2.747 -3.454 -2.157 20
1.136 -2.627 -3.043 20
-0.074 -0.342 -1.204 20
-0.03 0.795 0.162 21
-0.516 -0.403 -1.699 20
-2.215 -3.361 -0.332 20
-4.689 -4.245 3.906 20
-7.074 -3.569 2.701 20
-3.989 -2.614 -0.723 21
1.034 -0.986 -2.709 20
1.081 1.61 -1.386 20
1.212 4.062 1.632 20
2.059 5.889 0.475 20
2.276 6.113 -0.238 20
1.071 5.2 1.162 21
-0.108 3.981 0.969 20
-1.451 3.381 0.208 20
-2.893 3.484 -0.192 20
-3.373 3.863 -0.785 20
-3.198 4.315 -2.502 20
-3.348 4.623 -5.432 21
-2.851 3.387 -6.678 20
0.046 -0.181 -4.62 20
6.52 -5.533 -4.597 20
12.655 -12.017 -2.575 20
9.695 -8.967 -0.502 20
2.41 -0.279 -2.189 21
-2.616 2.544 1.424 20
-5.394 -0.1 4.714 20
-4.762 -4.359 5.252 20
-1.649 -4.755 2.974 20
-2.694 2.015 1.204 20
-4.725 7.188 4.065 21
-3.217 6.163 5.924 20
0.542 1.401 2.893 20
3.797 -3.035 0.31 20
3.935 -3.786 -1.201 20
1.217 -0.844 -2.236 21
-0.227 1.986 0.567 20
0.133 2.452 2.642 20
0.154 0.924 2.514 20
0.115 -0.957 1.467 20
-0.598 -0.691 -0.326 20
-1.664 0.205 -0.901 21
-2.207 0.118 -0.729 20
-1.893 -0.493 -0.488 20
-0.678 -1.03 -0.599 20
0.747 -0.856 -0.754 20
1.884 -0.751 -0.72 20
2.399 -1.204 -0.191 21
2.501 -0.969 1.104 20
2.769 -0.564 1.532 20
3.19 -1.993 0.517 20
3.544 -3.956 -1.233 20
1.857 -3.045 -2.453 21
-0.471 -0.349 -2.138 20
-1.07 0.767 -0.116 20
-1.683 0.134 -0.667 20
-2.084 -3.173 -0.701 20
-3.797 -4.72 3.402 20
-6.571 -3.789 2.695 21
-4.362 -2.421 0.127 20
1.194 -0.883 -2.636 20
1.148 1.746 -1.958 20
1.121 4.131 1.331 20
2.492 5.798 0.863 20
2.724 5.893 0.195 21
1.361 4.905 1.236 20
-0.064 3.778 0.938 20
-1.331 3.146 0.48 20
-2.587 2.948 0.248 20
-3.264 3.326 -0.554 20
-3.034 3.607 -2.016 21
-2.961 3.85 -3.934 20
-2.868 3.541 -5.211 20
-1.533 1.216 -4.483 20
3.317 -3.583 -3.69 20
11.495 -9.669 -5.324 21
13.109 -10.621 -2.745 20
4.908 -1.732 -3.751 20
-1.52 4.354 -0.075 20
-5.19 4.086 7.274 20
-6.467 -2.511 7.715 20
-3.05 -8.775 4.902 21
-1.421 -5.569 -1.969 20
-4.202 3.552 -2.233 20
-5.039 7.617 5.158 20
-2.961 5.803 6.832 20
0.577 0.906 2.566 20
3.002 -3.588 2.014 21
3.073 -4.54 0.795 20
2.093 -1.167 -1.828 20
1.032 2.487 -1.018 20
1.179 1.885 -0.562 20
0.85 -0.107 -0.172 21
0.297 -0.276 0.108 20
-0.318 0.594 0.302 20
-1.492 1.095 0.614 20
-2.08 0.6 0.99 20
-1.367 -0.229 0.419 20
0.437 -0.846 -0.76 21
1.799 -0.443 -1.145 20
2.169 0.032 -0.304 20
1.751 -0.535 0.963 20
1.628 -1.329 1.537 20
1.715 -2.043 0.4 20
1.792 -3.044 -1.077 21
2.395 -3.397 -2.252 20
1.832 -2.096 -2.635 20
0.653 -0.146 -1.145 20
0.219 0.911 0.329 20
-0.274 0.248 -0.96 21
-1.204 -3.1 -0.09 20
-3.8 -4.838 3.389 20
-6.729 -4.421 2.501 20
-4.273 -3.298 0.597 20
1.327 -1.239 -2.443 20
0.953 1.721 -2.331 21
0.401 4.354 1.491 20
1.656 5.937 0.329 20
1.935 6.578 0.324 20
0.877 5.927 1.624 20
-0.361 4.756 1.123 21
-1.405 3.686 0.715 20
-2.463 3.151 0.484 20
-2.969 3.224 -0.413 20
-2.981 3.516 -2.273 20
-3.241 3.865 -4.542 20
-3.301 3.246 -5.767 21
-1.58 0.114 -4.322 20
4.426 -5.702 -4.144 20
13.079 -14.478 -5.659 20
11.291 -12.258 -4.257 20
1.801 0.99 -4.443 20
-4.158 7.699 3.197 21
-5.817 5.489 8.428 20
-4.812 -3.128 6.424 20
-1.007 -9.482 2.674 20
-0.47 -5.595 -2.991 20
-2.974 3.652 1.63 21
-4.196 7.896 8.129 20
-2.244 6.156 6.053 20
2.281 0.633 0.888 20
4.629 -3.948 0.355 20
2.122 -3.633 -0.926 20
-0.146 0.058 -2.64 21
-0.116 2.131 -0.119 20
0.401 1.282 1.386 20
0.294 0.088 0.892 20
0.392 0.347 -0.141 20
0.088 0.948 -0.049 20
-1.041 0.911 0.561 21
-1.521 0.374 0.973 20
-0.597 -0.441 0.56 20
0.71 -0.692 -0.144 20
1.469 -0.256 -0.854 20
1.815 -0.507 -0.921 20
1.537 -1.379 0.267 21
1.504 -1.269 1.569 20
2.05 -1.588 0.786 20
2.72 -3.206 -1.816 20
3.116 -4.064 -3.385 20
1.227 -2.259 -3.081 20
-0.413 -0.174 -0.688 21
-0.417 0.519 0.426 20
-0.923 -1.082 0.004 20
-2.49 -3.779 3.034 20
-5.161 -4.11 3.304 20
-5.643 -3.46 0.844 21
-0.15 -2.995 -1.825 20
1.229 -0.093 -2.601 20
-0.814 3.16 0.48 20
0.752 5.013 0.686 20
2.171 6.077 -0.328 20
1.484 5.973 1.129 21
0.111 5.214 1.115 20
-1.062 4.449 0.439 20
-2.406 4.06 0.25 20
-3.056 3.723 0.077 20
-2.972 3.614 -0.898 20
-3.249 4.19 -3.201 21
-3.659 4.743 -5.682 20
-2.299 2.799 -5.413 20
2.695 -2.021 -3.548 20
13.481 -10.563 -5.047 20
16.005 -15.153 -1.973 21
4.713 -3.759 -3.088 20
-2.165 4.657 -0.751 20
-6.008 4.584 3.405 20
-7.298 -1.477 5.226 20
-3.638 -7.941 5.26 20
-0.9 -6.781 -0.015 21
-2.589 1.852 -0.239 20
-4.018 7.384 6.346 20
-2.831 7.191 7.902 20
0.523 2.645 2.543 20
3.754 -2.376 0.09 20
3.083 -4.062 -0.056 21
0.901 -1.265 -1.624 20
-0.003 2.231 -0.369 20
0.003 2.512 1.407 20
-0.031 0.331 1.766 20
0.258 -0.999 0.564 21
0.37 -0.498 -1.081 20
-0.776 -0.067 -0.891 20
-1.975 -0.383 -0.194 20
-2.071 -0.509 -0.366 20
-0.977 -0.445 -0.896 20
0.517 -0.523 -1.05 21
1.538 -0.863 -0.706 20
1.717 -0.945 0.442 20
