# Accelerometer Data File
# Started @Sun Jan 24 21:12:56 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.778 3.521 7.359 0
-2.681 3.303 6.746 20
-2.277 2.97 5.73 20
-1.676 2.348 5.138 20
-0.907 1.595 5.133 20
-0.17 1.386 6.004 20
-0.247 0.959 6.028 21
-1.055 0.951 5.648 20
0.882 1.516 3.412 20
2.972 0.534 3.735 20
2.271 -0.409 5.258 20
2.132 -0.051 4.741 20
2.564 0.65 0.535 21
1.231 1.751 -2.452 20
2.419 1.977 -1.877 20
-0.825 2.624 0.097 20
0.912 1.553 1.931 20
3.059 0.829 4.95 20
2.494 0.125 3.946 21
0.914 -1.105 3.705 20
0.655 -0.664 4.106 20
0.624 0.507 0.673 20
2.26 -1.809 -3.324 20
1.342 -1.242 -0.307 21
0.824 -0.475 1.954 20
1.061 -0.971 1.379 20
1.118 -0.988 -0.476 20
0.636 0.158 0.105 20
0.717 -0.924 1.31 20
0.927 -1.002 0.339 21
0.843 -0.559 -0.033 20
0.94 -0.397 -0.014 20
0.913 -0.19 -0.729 20
0.992 -0.71 -2.868 20
-0.946 -0.861 0.753 20
-1.136 -0.442 1.012 21
1.124 -0.702 -1.749 20
2.756 -2.221 -1.625 20
2.562 -2.902 -2.802 20
-1.707 -1.407 0.662 20
-1.562 -4.066 2.361 20
0.548 -5.904 3.143 21
2.179 -4.841 0.032 20
2.22 -3.989 -2.145 20
1.845 -2.999 1.168 20
0.61 -1.806 1.075 20
-0.189 -1.333 -0.657 21
-1.541 -1.865 -2.411 20
-0.807 -3.511 -4.994 20
2.345 -3.574 -10.346 20
3.117 -2.548 -11.566 20
3.407 -3.048 -8.456 21
3.189 -2.368 -6.039 20
3.778 -2.358 -4.301 20
4.532 -2.426 -4.369 20
14.022 -2.192 -8.822 20
15.019 -1.819 -12.695 20
-0.006 0.765 -3.638 21
-7.484 0.389 3.039 20
-1.35 -2.419 4.719 20
3.538 -2.501 6.109 20
4.318 -1.427 4.397 20
3.681 -0.612 0.654 20
3.071 -0.574 -0.659 21
3.916 -0.849 -0.121 20
4.703 -0.389 0.029 20
4.244 0.115 -1.784 20
2.888 -0.56 -4.682 20
0.488 0.263 -5.055 20
-2.05 2.168 -7.037 21
