# Accelerometer Data File
# Started @Sun Jan 24 21:15:28 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.719 5.02 6.466 0
0.676 4.41 6.22 20
1.21 3.139 5.626 20
0.798 0.872 5.493 20
0.561 -0.168 6.118 20
0.968 -0.407 6.58 20
-0.288 2.189 6.58 21
-1.106 5.405 4.406 20
0.008 3.04 2.775 20
0.001 1.171 2.192 20
0.111 1.511 3.111 20
0.772 0.784 2.53 20
0.141 0.553 2.236 21
0.424 0.331 4.186 20
0.416 0.031 5.569 20
-0.549 0.526 3.503 20
0.175 0.165 0.906 20
0.25 -0.297 -0.645 20
0.195 0.488 -0.604 21
1.15 1.164 -0.345 20
2.117 0.948 -0.132 20
2.145 0.554 1.42 20
2.734 0.408 1.689 20
3.278 0.255 -1.15 20
2.484 0.426 -3.245 21
3.262 -1.24 -5.386 20
3.423 -1.918 -3.261 20
5.271 -1.135 -0.464 20
5.578 -1.565 -9.113 20
-0.797 1.15 -2.689 21
-7.97 3.885 4.069 20
-6.569 2.628 5.499 20
1.27 -3.572 2.338 20
4.062 -4.678 -1.713 20
7.196 -5.025 -4.978 20
8.882 -5.668 -5.078 21
4.176 -3.322 -1.597 20
-0.018 -1.407 -1.094 20
-1.092 -0.648 -2.703 20
0.97 -2.83 0.261 20
-0.368 -3.829 3.667 20
5.566 -6.081 12.256 21
11.081 -8.299 8.814 20
4.915 -3.972 0.538 20
-2.108 2.655 -4.982 20
-1.578 -1.857 -1.078 20
-3.162 -7.382 0.885 21
-6.475 -3.669 -5.752 20
-6.974 -0.831 -10.155 20
-3.748 -1.938 -11.082 20
1.406 -2.352 -8.178 20
5.67 -1.671 -4.852 20
8.22 -1.788 -3.388 21
9.643 -0.753 -4.196 20
10.66 0.427 -4.094 20
10.247 -0.447 -3.566 20
7.357 -1.226 -3.817 20
3.517 -0.017 -8.581 20
1.434 -0.465 -12.964 20
1.985 -2.023 -7.807 21
0.421 -3.105 -0.569 20
-2.864 -2.394 0.166 20
-2.425 -2.029 0.219 20
2.254 -1.762 3.739 20
-1.918 -0.883 3.182 21
-6.282 1.473 -1.926 20
-5.063 3.257 -0.688 20
-4.815 3.688 1.627 20
-3.726 3.563 2.807 20
-1.447 2.202 2.597 20
0.982 0.753 -6.201 21
1.349 2.419 0.336 20
-2.795 4.62 -4.246 20
-2.08 4.294 -2.016 20
1.411 2.584 2.171 20
-0.387 3.498 -0.635 20
-2.198 4.31 -0.498 21
-0.471 2.644 0.672 20
-1.597 2.533 -1.561 20
-6.42 4.034 -3.39 20
-8.337 2.156 -6.1 20
-2.65 -4.166 12.498 20
9.168 -10.623 9.959 21
10.09 -6.999 -12.72 20
1.432 -5.784 -9.728 20
-2.486 -7.489 10.413 20
-1.881 -3.92 2.142 20
-2.139 -0.811 -5.032 21
-1.082 -1.983 -1.278 20
-0.957 -2.834 -0.631 20
1.246 -5.384 0.249 20
-0.011 -3.647 -0.592 20
-2.175 -3.213 -3.04 21
-2.078 -5.403 0.348 20
-1.46 -5.074 2.342 20
-2.129 -0.787 0.736 20
-1.647 1.582 -0.561 20
-0.986 0.971 0.391 20
-1.983 0.046 0.361 21
-1.22 -0.233 -0.74 20
-0.839 -1.568 -0.756 20
-0.897 -1.858 -0.767 20
-0.234 0.755 0.152 20
-1.166 6.144 -0.321 20
-2.802 5.058 -0.748 21
-3.835 4.834 1.19 20
-2.673 1.831 2.501 20
-0.295 -4.065 -2.397 20
-3.411 -1.785 -2.388 20
-4.344 -0.39 1.177 20
-4.116 -1.125 3.396 21
-3.636 -10.531 -0.547 20
0.666 -20.277 -4.511 20
0.582 -1.968 1.76 20
-1.942 0.378 1.34 20
-5.932 -3.73 -3.148 20
-3.105 -0.164 -0.209 21
-0.926 2.594 1.141 20
-2.868 1.179 -0.714 20
-2.987 -0.671 -1.639 20
-1.668 0.684 -0.645 20
-0.201 1.446 0.014 20
-0.218 1.12 0.153 21
-0.241 -0.022 -0.258 20
-1.802 0.745 -1.194 20
-1.479 0.692 -0.316 20
-1.09 1.11 0.795 20
-1.067 0.29 -0.334 20
-2.825 -0.497 0.38 21
-2.956 0.306 1.118 20
-2.307 -1.177 -0.946 20
-1.003 0.594 -3.031 20
-1.14 1.619 -1.415 20
-1.978 0.685 -0.428 21
-2.354 0.948 -0.793 20
-1.905 1.49 0.342 20
-0.624 2.313 1.854 20
-1.499 2.086 -3.164 20
-3.667 1.983 -1.332 20
-3.669 1.694 1.525 21
-1.855 1.764 -0.159 20
-1.301 0.956 -1.448 20
-0.787 -0.068 -1.128 20
-2.33 -0.022 -2.516 20
-2.178 0.856 -2.307 20
-1.055 1.361 -1.803 21
-0.822 0.024 -2.474 20
0.565 -1.1 0.409 20
-1.769 -2.066 2.367 20
-1.396 -0.76 -1.308 20
-1.34 0.328 -2.451 20
