# Accelerometer Data File
# Started @Sun Jan 24 21:14:37 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.561 4.763 8.372 0
-0.039 3.819 7.416 20
0.242 2.965 7.168 20
1.625 2.64 4.918 20
2.579 1.619 3.217 20
2.658 0.918 3.346 20
1.939 1.163 4.421 21
1.079 -0.11 3.662 20
1.948 1.323 3.908 20
2.475 1.178 2.911 20
-1.635 1.905 1.812 20
-2.159 3.368 2.394 20
3.362 0.017 3.987 21
2.747 -0.49 3.804 20
0.901 0.752 2.156 20
0.608 0.455 -1.308 20
1.037 0.411 -0.522 20
1.815 -0.01 5.047 20
3.522 -0.014 3.483 21
3.48 0.332 -2.51 20
2.185 0.38 -1.772 20
2.892 0.31 0.314 20
2.667 -0.199 1.193 20
2.674 -1.289 -0.062 20
4.681 -2.87 -5.959 21
2.016 0.1 -6.872 20
0.752 2.904 -3.804 20
1.955 0.921 0.516 20
1.473 -0.41 -1.766 20
-0.739 -0.308 -3.275 20
-2.396 -0.467 1.201 21
-2.325 -1.106 3.61 20
-0.609 -1.151 -0.572 20
2.515 -1.217 -3.643 20
6.06 -3.574 -7.267 20
3.531 -4.461 -7.231 20
-0.89 -2.309 -1.609 21
-1.26 -1.304 1.584 20
1.894 -2.323 0.38 20
3.755 -3.326 -1.084 20
2.94 -3.114 1.453 20
2.464 -2.805 5.186 21
3.673 -3.255 4.821 20
4.377 -2.306 2.877 20
4.231 -1.366 1.011 20
4.174 -1.463 -0.389 20
3.836 0.785 -1.883 20
3.054 2.017 -2.93 21
3.042 0.806 -1.059 20
4.406 0.607 0.376 20
2.512 0.37 -0.954 20
-0.388 0.093 -3.409 20
-2.789 0.685 -4.903 20
-2.413 1.44 -5.335 21
-0.063 -0.82 -3.512 20
1.259 -2.452 -0.693 20
2.166 -2.394 2.946 20
2.055 -2.321 3.031 20
1.106 -2.513 -2.847 21
0.879 -2.777 -6.216 20
2.009 -1.534 -2.611 20
1.614 -0.513 -5.618 20
-1.511 1.005 -9.198 20
-4.232 1.926 -4.596 20
-5.093 2.434 -1.187 21
-3.985 3.29 0.55 20
-3.787 3.569 1.364 20
-3.953 2.697 -1.654 20
-1.324 1.035 -4.287 20
0.614 -0.183 -4.427 20
-0.939 0.742 -2.506 21
-1.989 0.797 -1.259 20
-0.452 -0.357 -1.073 20
0.011 -0.765 -0.569 20
-0.694 -0.001 1.367 20
-0.426 0.16 2.656 20
0.622 -0.325 3.22 21
2.304 -0.855 1.934 20
2.662 -1.649 1.611 20
0.205 -1.213 -0.127 20
0.549 0.779 -6.64 20
-1.562 2.825 -9.581 20
5.413 -2.89 5.329 21
5.786 -2.579 3.925 20
-1.917 1.446 -3.251 20
0.837 -0.737 -0.638 20
3.61 -1.836 -0.65 20
3.691 -1.04 -1.346 21
0.349 1.15 -0.383 20
-3.443 1.369 -0.075 20
-7.781 1.868 1.451 20
-7.161 1.345 0.144 20
1.005 -2.292 -1.101 20
-5.079 2.061 -2.709 21
-11.554 6.675 -3.35 20
-8.232 2.715 0.878 20
2.51 -6.095 11.281 20
15.679 -12.503 -8.275 20
-0.311 -4.591 -14.502 20
-5.986 -4.311 2.752 21
-1.065 -4.725 11.674 20
2.755 -5.748 -1.863 20
-1.435 -3.349 -9.843 20
-1.028 -7.451 1.049 20
0.426 -7.185 3.43 20
-0.912 -4.306 0.603 21
-3.242 -4.498 -1.052 20
-3.547 -4.372 -1.289 20
-2.513 -1.065 -1.19 20
-1.619 -0.956 -2.654 20
-2.246 0.307 -0.584 20
-1.325 0.483 -2.138 21
-1.113 1.657 0.241 20
-2.123 0.521 -0.428 20
-2.376 -2.544 -2.886 20
-1.091 -2.617 0.404 20
0.654 2.124 -1.108 21
-0.163 5.958 0.037 20
-2.382 3.1 3.685 20
-1.722 -6.115 0.747 20
-0.898 -9.365 -0.683 20
-2.128 0.546 -1.123 20
-1.51 4.463 2.867 21
-2.025 0.302 2.19 20
-2.21 -2.908 -1.383 20
-1.588 -3.154 -2.051 20
0.773 -1.795 0.109 20
-0.968 4.188 2.053 21
-6.496 5.858 1.662 20
-4.346 -5.371 -0.331 20
0.907 -5.942 -6.169 20
-0.015 -3.064 1.157 20
-1.083 -1.559 4.562 20
-1.339 -1.285 -0.231 21
-1.953 -4.601 -2.491 20
-3.187 -5.847 -0.834 20
-5.544 -0.885 -0.654 20
-3.797 1.74 1.657 20
-2.096 1.309 -0.957 20
0.042 3.33 -1.896 21
-0.862 2.305 -0.674 20
-3.389 0.582 -1.143 20
-4.052 -0.514 0.488 20
-3.238 1.171 1.196 20
-1.476 1.881 -0.339 20
-0.06 0.132 -1.674 21
-0.376 0.634 -1.895 20
-0.84 1.246 0.614 20
-1.97 0.845 0.979 20
-2.083 0.879 0.338 20
-1.767 -0.282 -1.202 20
-0.474 -1.433 -2.813 21
-1.179 0.687 -1.385 20
-1.697 1.56 0.986 20
-1.656 0.969 0.698 20
-0.775 1.572 0.287 20
-0.963 2.239 1.235 21
-1.774 0.622 -0.321 20
-1.784 0.765 -1.091 20
-2.127 1.117 -0.057 20
-2.262 0.882 -0.495 20
-1.356 1.596 -0.159 20
-1.149 1.471 0.669 21
-1.435 0.513 0.356 20
-1.188 0.281 0.055 20
-1.067 0.406 0.565 20
-1.452 -0.276 -0.62 20
-1.382 0.843 0.154 20
-2.186 0.515 -0.149 21
-2.343 -1.657 -1.436 20
-2.214 -2.123 -2.317 20
-3.019 -1.298 -3.077 20
-3.004 -0.759 -1.928 20
-0.644 1.759 1.107 20
2.009 2.172 0.951 21
1.016 0.575 1.074 20
-1.829 1.453 -2.34 20
1.861 2.26 -0.881 20
2.794 2.888 -0.241 20
2.424 1.271 -1.416 21
1.961 -0.032 -2.449 20
-0.002 -0.617 -1.173 20
