# Accelerometer Data File
# Started @Tue Jan 26 20:35:31 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.669 2.366 10.092 0
-0.471 2.411 9.594 20
0.287 2.028 8.706 20
0.855 1.29 7.807 20
1.205 0.954 7.13 20
1.1 0.398 6.234 20
0.97 -0.077 4.795 20
0.725 -0.231 3.55 21
0.148 -0.367 2.244 20
-0.347 -0.624 1.837 20
-0.228 -0.606 1.349 20
0.318 -0.548 0.328 20
0.538 -0.581 -0.504 20
0.432 -0.737 -0.212 20
0.04 -0.506 0.781 21
-0.114 -0.054 0.838 20
0.338 0.25 0.612 20
-0.091 0.331 0.808 20
-1.539 0.539 1.542 20
-1.909 0.826 1.577 20
-0.295 0.396 1.434 20
1.46 0.309 0.855 21
2.131 0.233 1.192 20
1.592 0.224 1.526 20
1.491 0.155 2.139 20
1.687 0.102 2.858 20
1.63 0.064 2.85 20
1.439 -0.215 2.132 21
1.403 -0.183 1.822 20
2.205 -0.432 1.474 20
3.09 -0.447 1.156 20
3.437 -0.335 0.952 20
3.494 -0.528 0.492 20
1.961 -0.725 -0.181 20
-0.065 -0.7 -0.195 21
-1.065 -0.727 -0.079 20
-0.685 -0.697 -0.539 20
0.174 -1.244 0.413 20
1.653 -0.691 -1.257 20
1.522 -1.281 -1.522 20
1.391 -1.55 -1.66 20
2.854 -2.408 0.365 21
3.427 -2.251 0.538 20
2.659 -1.371 -0.578 20
1.21 -0.511 -1.671 20
0.78 -0.255 -2.981 20
2.192 -0.327 -5.309 20
1.423 -0.536 -5.024 21
-0.37 -1.525 -1.585 20
-0.641 -1.888 -0.094 20
-0.103 -2.283 -0.451 20
0.15 -2.467 -1.027 20
-0.959 -1.207 -1.342 20
-3.254 -0.271 -1.066 20
-2.333 -0.938 -0.649 21
-0.688 -1.09 -0.748 20
-0.55 -0.634 -0.737 20
-0.443 -0.402 0.228 20
-0.427 -0.097 0.322 20
-0.354 0.184 -0.637 20
-0.036 0.34 -0.711 21
0.769 0.235 0.685 20
1.576 -0.269 1.457 20
2.658 -0.52 1.441 20
3.011 -0.507 0.46 20
2.341 -0.079 -0.551 20
2.066 0.131 -1.479 21
1.939 0.088 -1.702 20
1.687 -0.375 -1.016 20
1.421 -1.234 -0.043 20
1.425 -2.407 1.42 20
1.999 -3.779 2.586 20
2.844 -4.806 3.181 20
2.778 -4.789 2.309 21
1.799 -4.131 1.33 20
0.729 -3.742 0.442 20
1.016 -3.702 -1.127 20
1.583 -3.7 -2.084 20
0.586 -3.164 -2.757 20
-1.436 -2.626 -2.305 20
-2.653 -2.098 -1.688 21
-2.349 -2.298 -4.469 20
-2.278 -1.184 -6.598 20
-1.358 -0.171 -7.598 20
0.469 -0.3 -7.955 20
0.151 -0.227 -5.103 20
-0.29 -0.722 -2.982 21
0.613 -1.055 -3.152 20
2.277 -0.88 -5.592 20
2.933 -0.555 -7.971 20
1.958 0.534 -9.041 20
2.234 0.356 -7.822 20
3.695 -0.636 -5.867 20
3.269 -1.025 -3.967 21
1.114 -1.05 -3.635 20
-1.357 0.315 -3.474 20
-0.84 0.562 -2.161 20
0.239 -1.996 2.168 20
-0.329 -1.969 5.646 20
1.167 -1.143 5.549 21
4.383 -0.22 5.191 20
5.113 0.243 4.665 20
1.887 -0.151 6.029 20
-0.064 1.998 6.064 20
-2.31 2.535 4.451 20
-3.278 1.816 5.086 20
-3.871 2.719 7.652 21
-5.062 2.792 7.003 20
-3.277 4.295 3.692 20
-1.324 2.967 8.622 20
-1.383 4.919 6.988 20
-1.428 7.137 -7.864 20
1.021 5.83 -7.627 21
0.891 -0.025 4.186 20
-1.358 0.084 2.901 20
-3.104 2.24 -1.899 20
-3.477 3.702 -3.785 20
-2.323 3.392 -3.212 20
-0.847 2.492 0.286 20
0.011 2.48 1.505 21
0.445 2.346 0.596 20
0.847 1.745 -0.927 20
1.157 0.59 -1.737 20
0.806 -0.277 -2.046 20
0.766 -1.017 -1.264 20
1.373 -1.353 -0.797 21
2.374 -1.319 -0.342 20
3.452 -1.618 0.252 20
3.497 -0.857 0.755 20
4.044 -0.249 0.91 20
3.765 -0.436 1.606 20
3.065 -1.226 1.253 20
0.598 -0.429 -0.197 21
-0.054 -1.084 -1.421 20
-1.428 -0.467 -1.497 20
-2.611 0.288 -0.429 20
-0.673 -1.633 5.762 20
-1.203 0.388 2.424 20
-1.878 1.255 -1.871 21
-0.744 -0.724 0.075 20
-0.113 -1.009 -1.016 20
-1.16 -0.637 -2.512 20
-1.732 -0.207 -2.401 20
-0.765 0.38 -1.531 20
0.209 0.78 -0.33 20
0.335 1.366 0.704 21
1.205 1.593 1.354 20
0.877 1.624 2.12 20
0.248 1.673 2.27 20
0.562 1.009 1.849 20
1.189 0.003 -0.161 20
0.926 -0.919 -0.721 20
0.579 -1.597 -0.692 21
0.357 -1.221 0.006 20
1.427 -0.739 0.262 20
0.551 -0.504 0.798 20
1.3 -0.143 0.322 20
1.259 0.349 0.253 20
0.32 0.862 0.84 21
0.56 0.939 1.687 20
1.308 0.507 1.262 20
1.22 -0.409 0.193 20
0.885 -1.612 -0.191 20
-0.335 -2.436 -0.905 20
-1.86 -2.447 -3.699 20
-1.603 -1.952 -5.0 21
-0.293 -0.91 -3.838 20
-0.074 0.092 -1.743 20
0.508 0.859 -0.508 20
0.8 1.271 -0.069 20
0.222 1.209 -0.163 20
-0.964 1.053 -0.707 21
-1.188 0.793 -1.272 20
-1.632 1.043 -1.283 20
-1.62 0.943 -1.47 20
0.205 1.079 -2.237 20
0.868 1.155 -1.517 20
0.182 1.324 -0.775 20
-0.331 1.713 -0.572 21
-0.072 1.781 0.028 20
-0.972 1.624 -0.55 20
0.569 1.352 -0.715 20
1.663 1.225 -0.369 20
0.96 1.187 -0.729 20
0.506 0.618 -0.717 21
0.591 0.062 0.074 20
1.461 0.0 0.006 20
2.468 -0.014 0.045 20
2.523 0.077 0.249 20
1.68 0.08 1.054 20
1.525 -0.343 1.358 20
-0.028 -0.488 1.744 21
-1.155 -1.176 3.077 20
-1.27 -1.809 3.172 20
-1.695 -1.964 1.242 20
-2.595 -1.22 -0.213 20
-4.484 -0.154 0.618 20
-5.299 -0.005 1.496 21
-3.678 -1.216 0.641 20
-2.125 -1.806 -0.543 20
-2.027 -1.455 -1.862 20
-2.009 -0.859 -2.698 20
-1.56 -2.045 0.391 20
-1.823 -2.675 4.34 20
-0.888 -3.44 3.975 21
1.462 -4.46 0.734 20
4.107 -4.795 -2.74 20
3.045 -3.244 -2.682 20
0.831 -1.811 -1.444 20
-1.504 -1.095 -0.73 20
-2.537 -1.501 -0.37 21
-2.266 -2.463 -1.573 20
-1.063 -3.224 -1.603 20
-0.364 -3.621 -0.063 20
-0.524 -3.031 0.962 20
-0.917 -2.098 0.778 20
-1.207 -1.55 0.072 20
-1.127 -1.653 -0.238 21
-0.844 -1.758 -0.037 20
-0.641 -1.715 -0.15 20
-0.252 -1.876 -0.488 20
-0.086 -1.904 -0.485 20
-0.224 -1.853 -0.275 20
-0.251 -2.218 -0.167 20
-0.784 -2.664 0.409 21
-1.336 -2.374 1.606 20
-2.155 -1.479 1.318 20
-4.886 -0.827 -1.62 20
-6.114 -0.893 -4.11 20
-4.496 -0.868 -3.298 20
-1.679 0.343 0.491 21
-0.605 1.227 0.658 20
-0.254 0.671 0.148 20
0.558 0.561 1.306 20
1.405 0.203 1.322 20
1.245 0.359 -0.327 20
0.528 3.432 -0.687 20
0.087 6.079 -1.237 21
0.395 5.65 -2.206 20
0.703 4.529 -2.093 20
-0.203 3.994 -1.302 20
