# Accelerometer Data File
# Started @Tue Jan 26 20:30:23 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.299 3.215 7.479 0
-2.181 2.887 7.169 20
-1.946 2.594 6.704 20
-1.723 2.365 6.187 20
-1.333 2.173 6.012 20
-0.954 1.85 5.083 20
-0.343 1.381 4.163 21
0.27 1.2 3.542 20
0.588 1.226 2.733 20
0.898 0.961 2.026 20
1.269 0.552 1.31 20
1.369 -0.002 0.97 20
1.598 -0.821 1.309 21
2.577 -1.172 1.109 20
3.018 -0.292 1.571 20
3.766 -0.133 1.505 20
4.59 -0.922 3.353 20
3.648 -1.241 3.951 20
2.975 -1.706 1.98 21
2.022 -2.344 3.785 20
0.709 -1.557 1.804 20
-0.499 -0.49 1.154 20
-0.794 -0.65 1.454 20
-1.014 -0.796 0.205 20
-1.344 -1.158 -0.983 21
-2.322 -1.549 0.755 20
-4.159 -1.821 0.798 20
-5.526 -2.49 3.974 20
-5.523 -0.471 7.448 20
-4.997 -1.207 3.823 21
-3.958 -1.841 0.416 20
-4.921 -2.344 -3.298 20
-5.041 -2.569 -5.375 20
-3.875 -1.471 -2.539 20
-3.847 -0.485 0.267 20
-3.734 -1.931 -0.757 21
-5.359 -1.132 -2.447 20
-3.551 -0.613 -2.646 20
-1.292 -0.505 -3.255 20
-1.219 0.384 -3.477 20
-0.177 0.751 -1.021 20
3.421 -0.324 0.896 21
2.958 0.287 2.557 20
3.723 -0.212 2.663 20
2.49 -0.392 0.26 20
-1.507 0.824 0.167 20
-2.824 1.216 1.121 21
0.473 -0.024 0.129 20
1.967 -0.785 -3.317 20
1.161 -0.253 -6.511 20
0.971 0.038 -6.129 20
1.182 -0.877 -5.234 20
2.008 -2.671 -2.755 21
2.519 -3.98 0.603 20
3.873 -4.895 1.008 20
5.12 -5.175 0.631 20
5.466 -4.778 0.667 20
6.081 -4.33 -0.009 20
6.316 -4.723 0.88 21
4.999 -4.716 3.767 20
4.551 -5.609 4.668 20
4.915 -6.874 3.607 20
4.844 -8.108 2.399 20
5.056 -9.636 -0.747 21
6.46 -10.33 -7.028 20
7.466 -7.29 -14.039 20
7.417 -1.93 -19.286 20
6.807 3.268 -29.821 20
2.395 8.891 -37.375 20
-1.593 2.994 -14.186 21
2.457 -1.526 3.159 20
5.934 -2.326 6.218 20
4.778 -1.854 4.688 20
2.966 -0.795 0.319 20
2.242 0.096 1.037 20
2.132 0.226 2.54 21
3.042 0.443 2.034 20
5.864 0.485 3.947 20
6.356 1.036 6.06 20
1.714 2.006 6.004 20
-5.385 4.282 3.135 20
-5.621 4.652 1.338 21
-2.631 3.303 6.049 20
-6.216 3.899 0.145 20
-5.125 4.257 -6.889 20
-3.685 4.478 0.043 20
-0.039 3.778 2.031 20
1.887 2.984 2.026 21
2.043 2.656 0.756 20
-1.774 3.593 0.079 20
-1.159 2.259 0.778 20
-0.342 3.085 -0.329 20
-2.373 2.662 0.571 20
-1.655 2.213 -0.821 21
0.264 1.933 -0.948 20
-0.294 1.772 -0.528 20
-0.639 1.683 0.585 20
0.18 1.748 0.638 20
1.777 1.474 0.605 21
3.594 0.912 0.908 20
5.241 0.634 0.518 20
5.379 0.036 -0.589 20
3.306 -0.883 0.178 20
1.953 -1.42 -0.453 20
2.536 -1.295 0.208 21
3.581 -2.114 1.735 20
4.445 -2.455 3.359 20
1.321 -2.007 3.431 20
-3.301 -2.31 1.596 20
-2.184 -1.217 2.553 20
-2.46 1.17 1.935 21
-3.664 2.1 -0.691 20
-3.041 2.824 -1.441 20
-1.217 1.66 1.498 20
-0.544 0.795 1.829 20
-1.455 0.7 0.51 20
-1.732 0.322 1.582 21
-1.05 0.803 2.202 20
-0.065 1.781 0.872 20
0.199 2.455 -0.709 20
0.032 2.545 -0.198 20
0.445 2.0 0.077 21
-1.291 2.746 -1.464 20
-0.698 2.075 -1.975 20
0.505 1.473 0.89 20
1.534 0.519 3.826 20
3.039 -0.082 5.364 20
2.254 0.482 1.126 21
1.796 1.119 -2.636 20
1.61 -0.917 -0.848 20
0.539 -3.949 -0.927 20
-1.672 -3.916 -2.248 20
-3.13 -1.671 -3.009 20
-4.598 -1.262 -3.335 21
-3.662 -6.107 0.27 20
-0.223 -10.018 1.957 20
0.218 -7.537 1.524 20
-1.482 -4.487 2.187 20
-4.626 -0.27 2.671 20
-5.897 0.629 2.884 21
-5.445 -5.008 1.486 20
-9.973 -11.941 -9.442 20
-2.465 -19.512 -7.312 20
3.149 -16.578 -6.335 20
-4.562 -3.257 -3.733 21
-6.954 3.146 3.526 20
-6.282 5.748 3.958 20
-4.923 2.739 1.154 20
-1.699 -0.442 -1.787 20
-1.589 4.208 -3.43 20
-1.336 6.12 -2.384 21
-2.629 2.736 -0.268 20
-2.897 1.787 -1.951 20
-2.124 3.219 -2.715 20
-2.052 3.018 -3.194 20
-1.48 1.78 -2.443 20
1.194 2.21 -3.775 21
2.245 1.51 -4.411 20
3.28 -4.221 -4.95 20
4.937 -7.361 -2.644 20
-0.251 -1.966 -0.981 20
-2.96 0.543 -4.474 20
0.793 -3.111 -1.739 21
1.829 -4.949 4.354 20
-1.915 -5.211 8.392 20
-4.487 -1.764 6.119 20
-3.43 2.262 2.851 20
-1.462 4.524 2.018 21
0.279 5.018 2.2 20
0.682 2.938 3.021 20
-0.511 -0.503 3.055 20
0.512 -6.455 -0.446 20
-0.716 -8.651 -4.673 20
-3.542 -2.324 -5.078 21
-2.599 3.172 -1.899 20
-0.263 4.484 1.927 20
1.048 3.264 4.828 20
1.331 1.873 5.46 20
1.256 1.306 2.301 20
1.467 -0.398 -2.012 21
0.283 -0.565 -3.74 20
-2.224 -0.155 -1.434 20
-1.255 0.099 -0.519 20
0.355 -0.319 -0.124 20
1.69 -0.16 -0.043 21
3.304 -1.448 0.206 20
4.134 -1.433 1.285 20
3.237 -0.686 1.637 20
0.945 -0.602 -0.252 20
0.325 -1.702 -1.027 20
0.928 -2.926 -0.939 21
1.077 -3.248 -1.399 20
0.234 -4.303 -1.35 20
-0.692 -4.69 0.778 20
-1.541 -1.41 1.007 20
-2.616 1.613 -1.038 20
-4.154 0.563 -0.759 21
-6.576 -0.576 1.448 20
-5.817 -1.284 1.751 20
-3.215 -0.574 -0.102 20
-0.811 1.751 -1.605 20
0.088 3.178 -0.237 20
1.295 3.058 2.683 21
3.464 2.047 1.723 20
4.508 1.543 0.248 20
3.958 2.328 -0.453 20
2.258 3.92 -1.138 20
0.827 4.67 -0.936 20
-0.357 4.337 -0.756 21
-1.19 4.289 -0.944 20
-0.801 4.123 -0.823 20
0.11 3.493 -1.077 20
0.918 2.74 -1.802 20
1.734 1.97 -2.415 20
