# Accelerometer Data File
# Started @Tue Jan 26 20:28:52 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.196 1.43 7.428 0
-1.89 1.166 7.157 20
-1.185 0.853 7.838 20
-0.235 1.035 8.184 20
-0.627 1.613 8.051 20
-1.226 2.001 6.968 20
-0.815 1.596 5.506 21
-0.153 1.206 4.778 20
0.409 0.96 3.93 20
0.652 0.683 3.138 20
0.436 0.725 3.078 20
-0.105 1.131 1.639 20
0.021 0.8 -0.033 21
0.601 -0.191 0.247 20
0.699 -0.303 1.249 20
0.557 0.22 1.173 20
2.129 0.004 -0.049 20
2.938 -0.205 0.597 21
2.769 0.06 1.939 20
2.538 0.125 2.336 20
2.702 -0.089 1.589 20
2.354 -0.203 0.3 20
1.871 -0.316 0.259 20
1.574 -0.261 0.395 21
1.013 -0.286 0.895 20
1.863 -1.025 1.732 20
2.726 -1.996 2.518 20
3.176 -1.853 2.499 20
1.955 -0.919 2.116 21
2.309 -1.22 1.522 20
3.1 -0.901 1.346 20
3.652 -1.139 -0.484 20
3.285 -1.361 -2.921 20
2.422 -1.076 -3.561 20
1.205 -0.546 -2.195 21
0.06 0.228 -0.553 20
0.733 -0.43 -0.851 20
1.335 -0.952 -1.512 20
0.259 -0.201 -2.473 20
-0.07 -0.436 -0.035 20
0.374 -0.814 -0.554 21
0.071 -0.418 -0.957 20
-0.457 -0.109 -0.997 20
-1.849 0.554 -1.57 20
-4.771 3.118 -1.198 20
-1.512 3.033 1.17 21
2.754 0.423 3.605 20
1.314 0.499 3.704 20
-1.6 0.199 2.079 20
-4.344 -0.918 1.597 20
-5.134 -2.078 0.655 20
-5.91 -2.487 -0.57 21
-7.022 -2.26 -0.271 20
-4.729 -2.566 0.259 20
-2.419 -2.346 4.226 20
-7.692 -3.269 1.568 20
-7.11 -2.393 -0.627 21
-4.78 -0.866 -2.345 20
-3.888 -0.883 -1.971 20
-3.831 0.707 -5.307 20
-1.577 1.335 -2.338 20
-0.145 0.052 2.659 20
-0.124 -0.5 3.928 21
0.006 -0.163 2.406 20
0.732 0.029 0.919 20
1.338 -0.163 -1.166 20
0.637 0.508 -2.343 20
-0.941 1.682 -1.031 21
-2.341 1.936 0.294 20
-1.262 0.382 -2.184 20
1.72 -0.313 -0.545 20
1.973 -0.736 -0.833 20
2.73 -1.915 -1.924 20
2.994 -1.282 -2.467 21
1.625 -0.248 -4.613 20
1.476 -0.65 -4.385 20
2.216 -1.736 -2.53 20
2.846 -2.91 -2.87 20
2.605 -2.893 -2.71 21
2.034 -3.186 -2.732 20
2.902 -3.876 -2.983 20
3.922 -4.614 -2.639 20
4.77 -5.297 -2.492 20
5.888 -6.009 -1.544 20
