# Accelerometer Data File
# Started @Sun Jan 24 20:33:19 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the ";"
# X;Y;Z;time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.027;5.233;7.22;0
-1.512;4.523;6.767;19
-1.503;4.11;5.755;20
-1.733;3.878;4.805;20
-1.595;3.591;4.05;20
-1.281;3.091;3.718;20
-1.296;2.816;3.502;20
-0.983;2.432;3.194;20
-0.82;2.15;3.049;20
-0.591;1.905;2.799;20
-0.39;1.683;2.54;20
-0.723;1.66;2.131;20
-0.95;1.68;2.052;20
-0.773;1.56;1.981;20
-0.428;1.258;1.854;20
-0.284;0.99;1.757;20
-0.479;0.848;1.638;20
-0.701;1.041;1.63;20
-0.459;0.875;1.438;20
0.052;0.688;1.079;20
0.635;0.309;0.414;20
0.718;0.134;0.781;20
0.697;0.243;1.22;20
0.593;0.956;-0.161;20
0.844;0.213;1.031;20
1.129;0.087;1.175;20
1.252;0.265;0.222;20
1.124;0.562;-0.609;20
0.588;0.729;-1.333;20
-0.093;0.198;-0.046;20
0.157;0.156;1.28;20
0.813;0.345;1.247;20
0.675;-0.241;0.47;20
0.902;-0.752;0.225;19
1.532;-0.825;0.412;20
1.648;-0.479;-0.086;20
1.137;-0.616;0.36;20
0.878;-0.631;0.121;20
0.582;0.031;-0.293;20
0.453;-0.325;0.284;20
0.152;-0.155;1.028;20
0.534;0.145;0.847;20
0.579;0.119;0.65;20
0.512;-0.035;1.312;20
1.022;-0.319;0.754;20
0.715;-0.226;0.528;20
0.254;0.029;-0.085;20
-0.3;0.288;0.311;20
0.165;-0.089;0.382;20
0.562;-0.27;-0.259;20
0.046;0.009;-0.493;20
-0.307;0.349;-1.013;20
-0.347;0.352;-0.949;20
0.087;0.1;-0.485;20
0.225;-0.105;-0.16;20
0.411;-0.012;0.25;20
0.556;0.077;0.625;20
0.446;-0.061;0.821;20
-0.102;-0.019;0.34;20
-0.174;0.203;-0.467;20
0.469;-0.194;-0.582;20
-0.173;-0.027;1.078;20
-0.281;0.153;0.714;20
-0.347;0.027;0.098;20
-0.136;0.117;-0.222;20
0.147;0.155;-0.268;19
0.301;0.07;-0.078;20
0.135;-0.059;-0.055;20
0.045;0.08;-0.006;20
0.101;0.107;0.189;20
0.062;-0.005;0.274;20
-0.005;-0.116;0.042;20
0.077;-0.154;0.211;20
-0.004;-0.075;0.24;20
0.03;0.01;0.071;20
0.154;0.054;0.113;20
-0.039;0.024;-0.17;20
-0.806;0.307;-0.934;20
-0.235;0.094;-0.676;20
0.575;0.152;0.04;20
0.577;0.474;-0.609;20
0.23;0.449;-0.954;20
-0.025;0.27;-0.611;20
-0.203;0.014;0.098;20
-0.389;-0.115;0.858;20
-0.016;-0.233;0.108;20
0.371;-0.214;-0.265;20
0.286;-0.505;0.836;20
-0.072;-0.492;1.137;20
-0.63;-0.375;0.205;20
-0.766;-0.092;-0.069;20
-0.441;-0.045;0.061;20
-0.383;-0.013;-0.155;20
-0.008;-0.099;0.133;20
-0.242;-0.224;0.578;20
-0.092;-0.15;0.167;20
-0.358;0.094;0.025;20
-0.694;0.121;-0.292;20
-0.596;0.049;-0.874;20
-0.553;0.047;-0.462;20
-0.546;-0.08;0.1;20
-0.431;-0.105;0.134;20
-0.297;-0.262;-0.21;20
-0.124;-0.397;-0.223;20
-0.032;-0.564;-0.433;20
-1.059;-0.656;-0.46;105
-1.124;-1.012;-1.776;20
-1.009;-1.213;-0.165;20
-4.756;1.35;3.132;20
-6.443;3.239;-1.859;20
-4.471;1.307;-4.808;20
-3.36;-1.237;-2.891;20
-3.09;-1.18;-2.917;20
-3.812;-1.358;-3.433;20
-6.908;-0.39;-1.512;20
-4.978;0.295;-1.32;20
1.245;0.544;-2.024;20
2.746;-0.029;-0.996;20
0.613;-1.191;1.517;20
-2.289;-0.89;0.617;20
-1.896;-1.342;-0.778;20
-0.309;-2.385;-3.065;20
2.23;-3.796;-4.934;20
3.236;-4.244;-2.746;20
1.606;-5.327;-1.454;20
0.04;-6.247;0.991;20
0.402;-6.47;3.386;20
-0.167;-6.808;2.119;20
-2.563;-6.116;-1.266;20
-5.668;-4.767;-2.424;20
-6.903;-4.178;-1.371;20
-9.143;-2.648;-2.142;20
-9.815;-1.422;-2.149;20
-7.027;-1.465;0.436;20
-5.231;-1.78;3.555;20
-6.09;-1.901;0.824;20
-7.656;-0.271;-0.37;20
-4.955;-0.015;-2.653;20
-4.127;-0.294;-3.381;20
-4.835;0.204;-3.27;20
-5.313;0.639;-0.569;20
-3.885;0.463;-0.531;20
-2.606;0.3;-3.749;20
-4.213;0.621;-1.55;20
-1.068;-0.841;-0.554;20
3.772;-1.311;0.725;19
3.985;-1.393;2.524;21
2.968;-2.787;1.65;19
1.818;-3.114;-1.989;21
2.477;-3.876;-2.637;19
4.365;-4.562;-0.83;20
4.246;-4.205;-0.975;20
1.458;-3.202;-4.521;20
1.058;-3.231;-6.206;20
3.048;-2.716;-2.666;20
1.147;-1.194;-2.669;20
0.039;-0.363;-4.892;20
-0.137;0.474;-3.795;20
-1.106;1.224;-3.736;20
0.304;1.557;-1.916;20
0.068;1.737;-2.453;20
-4.853;2.284;-6.593;20
-1.789;2.538;-1.969;20
4.32;3.091;5.456;20
3.198;2.549;2.502;20
2.721;2.264;0.266;20
4.695;0.979;-1.62;20
6.448;-1.695;0.208;20
4.93;0.091;-0.455;20
4.633;0.685;-0.896;20
2.553;2.542;0.354;20
-0.48;4.373;1.921;20
-0.801;3.189;-0.17;20
-1.251;1.626;-1.384;20
-0.255;1.916;1.104;20
2.512;0.582;4.999;20
-3.475;4.724;0.405;20
-7.659;6.48;-5.986;20
-1.025;-0.861;-1.882;20
0.952;-1.005;0.308;20
2.345;-1.483;5.087;20
3.194;-1.244;3.339;20
-0.69;-0.854;0.868;20
-0.893;-0.391;0.385;20
-0.213;-0.361;-0.836;20
-1.733;-0.038;-0.6;20
-3.83;-0.194;0.82;20
-6.618;0.786;0.218;20
-1.605;0.052;1.669;20
1.178;-0.694;2.617;20
-1.237;-0.376;0.494;20
-1.902;0.249;-0.298;20
-0.878;-0.189;0.93;20
0.246;0.064;1.908;20
1.2;-0.192;1.17;20
0.3;-0.28;1.626;20
-1.741;0.437;1.826;20
0.31;-0.255;1.956;20
2.452;-1.447;1.49;20
4.343;-0.968;3.308;20
3.267;-1.167;3.613;20
0.426;-2.061;1.251;20
-2.88;-0.6;-1.37;20
-4.873;0.752;-0.304;20
-0.494;0.586;3.393;20
1.137;-0.159;2.047;20
0.797;-1.458;-1.326;20
4.839;-3.973;-1.148;20
3.019;-1.096;0.009;20
-0.544;1.884;1.632;20
2.099;0.478;2.755;20
2.378;-2.842;0.345;20
1.258;-5.255;-0.729;20
-0.179;-4.203;-0.715;20
-0.377;-1.364;1.113;20
1.87;-0.628;0.594;20
4.104;-2.935;-0.939;20
3.43;-4.499;-1.033;20
1.082;-2.963;0.324;20
-0.176;-1.291;0.702;20
-0.342;-0.22;-1.133;20
0.153;-1.103;-0.302;20
0.844;-2.539;1.905;20
-0.19;-3.32;-0.536;20
-0.742;-3.621;-1.508;20
1.071;-1.964;-0.159;20
1.404;-0.698;0.238;20
0.709;-1.141;-0.721;20
1.524;-0.904;-0.364;20
0.997;-1.1;-0.446;20
-0.064;-1.551;-0.802;20
1.026;-0.391;0.141;20
1.348;-0.184;-0.512;20
0.84;-0.933;-0.262;20
0.038;-0.788;-0.495;20
0.759;-0.454;-0.26;20
0.769;0.213;-0.331;20
0.718;-0.031;-0.179;20
0.83;-0.08;1.017;20
0.742;-1.031;0.327;20
0.342;-0.743;-0.55;20
0.315;-0.091;-1.545;20
1.042;1.239;-0.847;20
1.85;1.447;1.086;20
0.6;1.145;1.206;20
0.132;-1.349;0.827;20
1.1;-5.004;0.602;20
1.514;-5.456;-0.708;20
2.328;-2.16;0.66;20
1.323;1.725;3.545;20
1.777;0.254;1.175;20
2.509;-1.398;-1.82;20
2.582;-2.25;-0.312;20
1.558;-1.447;0.96;20
0.38;1.89;1.278;20
0.802;1.524;1.096;20
0.614;-0.583;2.054;20
-0.734;0.544;0.658;20
-0.335;0.379;-0.782;20
0.97;0.497;-0.439;20
0.275;0.781;0.471;20
-0.359;1.971;0.275;20
2.349;0.163;0.368;20
0.969;-1.797;1.243;20
-1.283;-0.882;2.512;20
3.219;-0.757;3.267;20
2.979;-1.718;-1.86;20
0.001;-1.24;-4.729;20
-0.895;-1.679;-1.13;20
0.563;-0.679;0.826;20
2.483;-0.604;-1.822;20
1.72;-0.841;-1.948;19
-0.122;-0.824;-1.274;20
-1.171;0.264;-2.716;20
-1.976;2.437;-3.352;20
-0.515;2.167;-0.658;20
-1.311;0.782;-0.176;20
-1.574;0.175;-2.759;20
-0.442;1.074;-3.83;20
1.005;0.482;-2.24;20
-0.024;-0.036;-2.648;20
1.223;0.206;-2.148;20
3.46;1.117;2.229;20
3.165;1.96;0.889;20
2.696;1.007;-3.288;20
2.9;0.234;-4.887;20
3.27;0.784;-1.947;20
1.585;-0.74;-2.619;20
0.592;-2.113;-1.719;20
0.375;-0.284;1.613;20
0.204;-6.991;1.818;20
-1.596;-17.337;-0.629;20
-3.379;-10.452;-3.724;20
0.45;3.014;-3.078;20
4.732;0.74;3.419;20
1.952;0.347;5.097;20
1.574;1.319;3.58;20
2.425;0.586;1.258;20
1.57;-0.367;-1.01;20
-0.254;-0.364;-0.549;20
-2.212;1.614;-0.515;20
-1.303;1.346;-0.701;20
1.527;-0.781;1.188;20
1.271;-0.529;1.901;20
0.693;-0.045;-0.347;20
1.256;0.002;-3.279;20
2.202;-1.082;-5.45;20
2.365;-1.355;-5.293;20
0.563;0.983;2.432;20
-2.247;2.387;13.01;20
-0.263;0.788;7.453;20
-0.647;0.912;-5.507;20
-0.39;2.241;-3.743;20
1.291;3.602;2.172;20
2.069;3.593;1.139;20
2.166;2.184;-0.278;20
2.042;1.605;-0.099;20
2.14;1.997;0.158;20
1.932;2.767;0.179;20
1.323;3.023;0.003;20
0.412;2.626;0.941;20
-1.333;1.119;2.496;20
-4.498;-1.805;1.024;20
-7.733;-3.983;-1.895;20
-8.247;-4.152;-3.247;20
-5.911;-4.957;0.5;20
-2.817;-5.751;2.427;20
2.625;-3.091;-0.749;20
6.116;-1.632;0.722;20
7.919;-3.317;6.025;20
4.068;0.466;-1.038;20
2.023;3.414;-5.865;20
1.999;3.443;-3.263;20
0.98;4.008;-0.845;20
0.418;3.89;0.845;20
0.405;2.291;0.682;20
0.138;0.504;-1.232;20
0.18;-1.24;-3.94;20
-1.055;-1.739;-4.417;20
-2.021;-0.731;-3.38;20
-2.349;0.749;0.348;20
-1.866;1.676;1.424;20
-1.779;1.819;1.128;20
-1.855;0.784;1.475;20
-0.786;-0.346;2.392;20
1.081;-1.497;2.606;20
1.012;-0.767;2.778;20
-0.108;0.559;0.965;20
-0.705;0.277;-2.836;20
-0.699;-1.574;-4.165;20
-0.931;-3.176;-1.097;20
-1.573;-1.634;2.675;20
-3.369;0.029;2.948;20
-5.311;-0.796;4.909;20
-3.911;0.27;5.269;20
-0.903;1.099;-1.101;20
-0.073;-1.032;-4.02;20
1.811;-4.361;-3.349;20
5.91;-8.341;-4.933;20
6.638;-9.13;-8.027;20
-1.467;-2.383;0.392;20
-1.301;1.442;14.795;20
3.278;1.988;4.543;20
1.732;4.113;-3.193;20
1.02;5.252;0.18;20
0.489;5.606;-0.807;20
1.309;4.808;-2.205;20
3.388;3.78;-2.323;20
4.666;3.716;-0.922;20
5.034;5.317;-1.324;20
5.349;5.661;1.753;20
3.758;4.37;3.145;20
0.931;0.281;3.227;20
-11.603;-7.796;9.174;20
-23.81;-12.225;-10.094;20
-15.778;-11.902;-7.713;20
-4.369;-2.536;7.489;20
6.129;0.866;6.548;20
10.602;0.409;4.293;20
