# Accelerometer Data File
# Started @Tue Jan 26 20:19:32 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.39 1.499 7.63 0
-2.019 1.401 6.734 20
-1.727 1.472 5.827 20
-1.334 1.51 5.355 20
-0.685 1.264 5.22 20
-0.071 1.095 5.0 20
0.416 1.121 4.442 21
0.831 1.168 4.066 20
1.08 1.138 4.371 20
1.888 0.741 4.945 20
2.37 0.788 5.313 20
3.301 0.379 5.155 20
3.31 1.262 4.147 21
2.489 2.733 3.233 20
2.574 1.686 4.153 20
5.109 0.209 2.209 20
7.776 0.285 1.02 20
10.051 2.701 1.731 20
10.005 5.428 -1.278 21
8.849 2.492 -3.63 20
5.015 -3.974 -0.302 20
1.659 -6.078 2.01 20
-1.276 -7.436 0.893 20
-4.354 -3.392 4.576 21
-3.259 -0.763 2.144 20
-1.976 -2.504 -2.847 20
-1.91 -3.157 -5.488 20
-6.404 -0.618 -4.178 20
-12.82 4.289 -0.88 20
-10.772 4.694 -1.128 21
-4.594 0.077 -4.849 20
-3.712 1.242 -3.73 20
-4.007 2.482 -1.647 20
-3.617 1.9 3.005 20
-4.797 0.147 8.317 20
-4.218 1.027 6.387 21
-2.55 -0.963 6.111 20
-1.225 -1.449 4.816 20
1.518 -0.375 6.118 20
3.787 -0.368 5.627 20
4.316 -2.206 0.681 20
1.914 -1.589 -1.976 21
1.518 -2.178 -3.121 20
2.276 -3.763 -4.603 20
0.817 -4.089 -6.723 20
-1.193 -3.016 -8.416 20
-0.212 -3.445 -9.357 21
0.63 -3.952 -10.709 20
0.677 -4.282 -10.977 20
1.674 -4.867 -9.025 20
3.611 -5.689 -4.96 20
5.121 -6.094 -2.25 20
5.952 -5.39 -0.955 21
6.596 -4.301 0.038 20
7.761 -4.518 2.145 20
9.438 -4.894 2.366 20
10.629 -3.626 -1.041 20
13.427 -3.201 0.295 20
17.144 -4.025 0.339 21
15.285 -2.284 -1.712 20
11.161 -1.928 -3.479 20
8.195 -1.44 -1.71 20
5.651 -0.375 0.437 20
1.867 1.054 -2.954 20
-2.135 3.615 -14.883 21
-6.11 10.215 -31.383 20
-11.003 9.644 -16.405 20
-6.71 2.428 5.934 20
-4.791 4.724 7.343 20
-3.244 6.143 0.766 21
-2.668 3.428 4.82 20
-4.667 2.014 6.572 20
-4.385 0.366 2.614 20
-3.341 -1.785 -0.335 20
4.482 0.506 -11.646 20
5.234 -2.265 8.246 21
0.466 -6.533 15.534 20
0.883 -6.018 10.797 20
1.415 -5.084 8.214 20
6.987 -4.448 5.118 20
9.072 -0.826 -6.166 20
2.841 3.171 -11.107 21
-2.245 2.794 -8.136 20
-1.704 1.292 -1.521 20
-0.533 0.149 3.609 20
-5.141 2.512 0.05 20
-7.177 4.365 -3.606 20
-7.783 2.376 1.24 21
-7.714 1.153 2.854 20
-7.113 0.894 3.959 20
-4.787 0.088 2.323 20
-2.784 -1.817 2.483 20
-3.389 -3.282 1.487 21
-4.363 -4.112 3.899 20
-1.728 -5.031 12.644 20
1.322 -4.907 9.066 20
1.574 -3.672 -3.598 20
6.136 -7.367 -0.925 20
8.877 -4.494 -5.062 21
11.322 -0.705 -3.085 20
5.999 2.467 -1.626 20
0.526 3.363 -1.935 20
-1.783 4.946 -0.892 20
-3.543 6.654 -0.674 20
-5.549 7.239 -0.802 21
-5.764 5.996 -1.561 20
-5.493 4.581 -3.673 20
-6.317 3.806 -4.812 20
-5.815 3.3 -3.219 20
-3.864 3.095 -0.545 20
-2.503 2.493 -0.77 21
-0.017 0.396 -3.515 20
3.179 -2.222 4.776 20
7.918 -3.948 4.473 20
12.807 -6.289 1.173 20
7.165 -3.134 6.499 21
5.627 -0.507 1.518 20
7.693 1.063 -2.884 20
5.403 1.301 -2.93 20
1.319 1.73 -3.047 20
-3.521 2.404 -2.863 20
-4.6 1.581 -1.278 21
-2.763 -0.193 4.54 20
0.91 -2.129 5.524 20
0.158 -2.612 -2.539 20
-1.196 -1.678 -7.493 20
-12.324 6.075 -4.655 20
-10.602 4.36 -3.601 21
11.771 -7.976 6.238 20
3.259 -2.481 9.518 20
-2.449 0.895 -1.628 20
2.305 -5.429 -0.65 20
0.501 -3.457 6.177 20
3.551 0.148 12.644 21
5.451 -1.194 7.43 20
4.52 -1.924 5.147 20
2.882 0.154 -4.48 20
2.287 1.842 -5.916 20
10.79 2.009 -6.76 20
5.753 5.738 -6.819 21
-0.996 6.186 -3.824 20
-4.066 5.205 -2.383 20
-6.274 5.543 0.767 20
-13.287 6.054 1.725 20
-11.883 3.749 -0.454 21
-9.977 1.634 -2.984 20
-11.956 -0.277 -4.917 20
-4.744 -2.215 -1.668 20
-0.785 -0.189 0.242 20
-1.532 3.419 1.281 20
3.988 0.796 4.988 21
0.843 4.079 3.59 20
18.834 1.966 14.215 20
21.066 -8.809 9.901 20
3.346 -4.181 -4.567 20
-0.094 -2.887 -3.257 20
-0.844 -4.556 0.093 21
-3.18 -2.272 -1.444 20
-1.532 -0.961 -0.752 20
0.927 -0.291 1.226 20
0.892 0.352 1.485 20
-1.561 1.06 -0.627 21
-2.847 1.118 -4.736 20
-4.828 -0.161 -6.864 20
-7.866 -2.019 -6.732 20
-7.353 -3.544 -2.918 20
-6.064 -3.642 1.116 20
-6.205 -3.351 0.327 21
-5.384 -5.027 1.398 20
-2.886 -6.208 2.811 20
3.537 -4.999 0.221 20
9.065 -11.003 -0.01 20
3.086 -14.008 6.424 20
-2.194 -8.632 12.827 21
-2.819 -5.065 5.596 20
1.987 -3.782 -5.307 20
6.391 -2.554 -15.864 20
10.452 -2.124 -10.567 20
4.929 3.684 -2.681 20
-4.439 7.718 -0.957 21
-9.413 10.62 -1.799 20
-6.825 14.18 -2.057 20
-4.277 11.527 2.716 20
-3.987 7.476 1.768 20
-6.413 4.793 5.04 20
-5.81 1.271 5.008 21
-3.992 -1.86 1.884 20
-2.918 -6.894 -3.931 20
3.237 -17.139 -8.294 20
5.485 -16.71 -4.295 20
-5.615 -16.376 2.162 20
-9.734 -12.979 2.256 21
-0.486 -6.479 -1.33 20
0.245 1.723 -0.08 20
-3.315 5.575 2.531 20
-3.431 2.758 -1.185 20
-2.847 -0.895 -6.649 20
1.108 0.175 -7.197 21
-0.325 4.57 -4.522 20
-2.94 1.323 -14.048 20
-5.054 5.714 -11.028 20
-6.465 6.934 3.559 20
-2.162 2.132 7.455 21
-1.532 -0.821 4.286 20
-2.071 0.509 3.271 20
-0.158 0.606 2.043 20
0.9 -3.972 -0.317 20
-0.192 -7.451 8.079 20
-0.821 -8.364 1.429 21
-4.939 -17.792 -14.536 20
-9.151 -14.008 1.935 20
-2.516 -1.312 2.966 20
2.596 5.086 -1.797 20
4.203 5.931 -1.388 20
5.158 10.445 1.041 21
4.444 11.164 2.196 20
2.48 10.397 -0.034 20
0.751 9.629 -1.417 20
1.143 9.136 -0.122 20
1.387 8.638 0.679 20
1.565 5.979 2.989 21
0.298 2.427 5.199 20
-0.347 1.096 4.947 20
0.234 1.406 -2.429 20
2.58 0.796 -18.293 20
-11.41 -3.875 9.581 20
-20.23 -13.998 11.478 21
-8.634 -22.086 -4.129 20
0.889 -8.915 -0.491 20
1.845 0.395 2.218 20
4.563 1.485 5.299 20
7.918 -0.719 9.154 20
8.808 -6.977 12.846 21
6.769 -11.917 4.628 20
3.725 -14.477 -27.664 20
-1.202 -9.105 -19.443 20
-0.521 2.496 -2.839 20
-1.851 8.171 -5.273 21
-1.703 8.164 -2.055 20
1.642 7.772 3.962 20
5.488 7.523 7.976 20
