# Accelerometer Data File
# Started @Tue Jan 26 20:22:52 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.898 5.49 6.013 0
-2.33 4.787 5.425 20
-2.367 4.371 4.356 20
-2.298 3.962 3.733 20
-1.945 3.553 3.713 20
-1.509 3.15 3.937 20
-1.102 2.777 3.755 21
-1.054 2.508 3.295 20
-0.908 2.166 2.761 20
-0.713 1.851 2.525 20
-0.722 1.775 2.527 20
-0.572 1.783 2.783 20
0.211 1.29 2.225 21
1.112 0.191 1.179 20
1.044 0.327 2.57 20
1.017 0.721 3.033 20
1.884 0.496 1.753 20
2.583 -0.133 1.377 20
3.321 -0.443 1.888 21
3.355 -0.422 0.91 20
3.339 -0.783 -0.156 20
3.652 -0.996 -0.404 20
3.634 -1.084 -0.81 20
3.169 -0.775 0.79 21
1.826 -0.186 3.764 20
0.248 -0.461 4.256 20
-0.767 -0.686 3.055 20
-1.109 -0.391 2.283 20
-0.825 -0.328 0.906 20
-0.228 -0.296 0.11 21
0.482 -0.156 0.927 20
0.358 -1.022 1.162 20
-1.781 -1.454 0.884 20
-2.068 -1.165 1.054 20
-0.805 -0.662 -0.665 20
-1.304 0.028 -0.771 21
-2.159 -0.148 -2.056 20
-1.812 -0.196 -5.884 20
-1.646 1.386 -5.106 20
0.316 2.401 -1.885 20
2.231 0.261 -0.569 20
0.978 -1.183 3.63 21
-1.228 -0.629 6.066 20
1.966 -2.045 3.172 20
1.677 -2.328 4.437 20
3.848 -2.183 -0.21 20
3.821 -3.483 -1.741 20
2.564 -3.591 -1.61 21
0.665 -2.644 1.182 20
-1.126 -3.789 2.655 20
-1.222 -3.477 4.634 20
1.879 -5.548 0.171 20
4.31 -6.416 -2.52 21
3.148 -5.242 -0.363 20
1.697 -3.504 1.305 20
-0.002 -3.171 1.314 20
-0.468 -3.039 -1.192 20
-1.216 -2.604 -2.614 20
-1.248 -2.796 -3.573 21
-0.202 -3.142 -4.986 20
-0.439 -2.838 -4.634 20
-0.328 -3.236 -4.11 20
-0.222 -3.451 -3.041 20
-0.113 -3.729 -1.247 20
0.992 -4.63 -1.422 21
1.747 -5.01 -0.967 20
1.745 -5.21 -0.886 20
2.256 -5.706 -1.207 20
3.365 -5.935 -1.646 20
4.751 -5.618 -2.573 21
5.341 -5.136 -3.779 20
5.684 -4.221 -3.38 20
7.09 -3.413 -1.972 20
9.184 -4.684 -1.12 20
8.992 -7.049 -3.918 20
5.801 -4.35 -9.365 21
4.05 -2.177 -14.079 20
2.878 -3.852 -13.296 20
0.953 -2.38 -12.003 20
0.744 -3.36 -11.868 20
-2.973 -2.979 2.355 20
-6.464 0.095 13.445 21
-6.455 2.494 12.219 20
-6.452 5.17 8.699 20
-5.501 9.527 0.649 20
-4.035 13.755 -9.297 20
-1.007 9.84 -2.982 20
0.403 6.825 -3.529 21
0.354 4.538 -1.826 20
-2.765 2.744 -1.282 20
-2.717 -0.533 6.745 20
-2.163 -1.023 7.392 20
4.488 -1.8 1.69 21
5.945 -1.122 -13.365 20
3.444 -9.377 22.936 20
4.24 -6.975 11.076 20
-1.072 0.409 3.011 20
-2.164 2.711 -5.46 20
0.337 1.474 -0.458 21
0.215 2.679 -3.682 20
-4.266 4.558 -4.138 20
-5.398 3.274 2.258 20
-3.261 2.841 0.991 20
-2.361 3.031 0.264 20
-2.731 2.396 -0.93 21
-2.794 0.848 -2.495 20
-5.434 -1.181 -2.566 20
-1.219 -2.339 -3.398 20
0.478 -1.475 -1.543 20
-0.99 -1.55 -1.632 20
3.224 -3.855 0.136 21
2.6 -3.885 6.299 20
0.203 -2.828 -1.886 20
2.263 -4.227 -7.583 20
7.998 -4.775 -1.778 20
6.258 -2.277 2.109 20
4.975 1.57 -1.326 21
7.504 3.778 -2.746 20
4.902 6.487 -0.854 20
-0.007 8.809 -1.842 20
-4.831 10.449 -2.954 20
-5.642 8.966 -3.066 21
-8.516 8.255 -0.812 20
-7.445 7.199 -0.38 20
0.073 3.251 1.397 20
4.242 -1.848 3.659 20
-11.03 7.589 -1.307 20
-0.406 3.182 7.734 21
20.492 -8.814 13.999 20
13.006 -7.833 12.621 20
8.78 -6.903 2.427 20
1.824 -3.792 -4.313 20
-2.477 -2.876 -0.934 20
0.197 -4.03 1.786 21
0.166 -2.073 4.757 20
-3.064 0.908 2.82 20
-2.3 0.541 -4.341 20
-0.9 2.164 -3.411 20
-0.59 3.563 -1.065 20
-1.274 4.172 -1.81 21
-2.822 3.367 -3.528 20
-5.181 0.993 -5.851 20
-4.742 -0.155 -4.604 20
-3.27 -1.543 -7.567 20
-6.41 -3.62 -6.351 21
-9.24 -4.845 5.835 20
-0.378 -9.63 9.35 20
15.514 -25.841 19.608 20
2.784 -22.194 21.593 20
-3.161 -12.2 7.528 20
-6.905 -1.802 -2.255 21
-4.205 4.218 -6.895 20
1.738 8.785 -20.571 20
-0.625 16.547 -7.77 20
-2.128 16.673 -4.825 20
-3.118 7.867 -2.218 20
-1.743 7.359 -0.837 21
-1.681 12.349 -1.009 20
-5.051 9.506 1.44 20
-3.213 4.534 0.335 20
-3.261 1.968 1.347 20
-4.842 2.064 0.022 20
-3.215 1.657 -7.13 21
3.112 -8.175 -4.884 20
4.206 -20.194 12.066 20
8.709 -30.288 10.206 20
2.345 -22.941 -6.444 20
-8.021 -2.332 -8.471 21
-6.079 2.238 4.599 20
-0.609 0.287 11.61 20
4.845 -4.408 11.753 20
7.148 -6.589 4.366 20
8.9 -5.354 -37.299 20
-0.182 1.066 -28.253 21
-10.771 10.253 -9.461 20
-8.445 7.533 -1.734 20
2.449 6.448 6.821 20
6.216 13.459 8.958 20
-2.461 2.857 -1.36 20
-8.094 -4.848 -5.917 21
-6.681 -8.464 2.991 20
8.17 -15.866 3.858 20
12.152 -18.996 6.309 20
2.399 -15.286 4.7 20
-1.906 -13.617 4.547 20
-7.325 -8.125 10.019 21
-7.918 4.243 6.078 20
-5.221 15.042 0.497 20
-0.253 16.558 -4.763 20
1.74 16.845 -1.409 20
0.134 12.614 -1.015 21
-1.784 10.102 -2.158 20
-3.757 11.5 0.584 20
-1.506 10.458 2.418 20
-1.088 9.69 2.289 20
-2.745 5.354 -0.548 20
-1.149 1.571 -1.03 21
3.236 -0.133 -9.691 20
9.641 -6.408 -12.706 20
