# Accelerometer Data File
# Started @Tue Jan 26 20:21:02 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-3.754 5.134 5.625 0
-3.273 4.842 6.339 20
-2.262 2.961 6.649 20
-1.456 1.356 7.371 20
-1.203 0.727 8.567 20
-0.912 0.443 7.993 20
-0.446 0.161 5.635 21
0.079 -0.313 3.605 20
0.146 -0.773 2.113 20
-0.234 -0.366 1.337 20
-0.368 0.178 1.36 20
0.121 -0.104 1.093 20
0.227 -0.953 0.858 21
0.53 -1.19 0.607 20
0.925 -0.963 0.347 20
1.171 -0.502 -0.219 20
0.882 0.429 -0.684 20
2.326 1.257 -1.368 20
3.079 1.312 -1.292 21
2.316 0.957 -0.826 20
1.037 0.199 -2.317 20
0.142 -1.131 2.018 20
-0.812 -1.766 6.877 20
-3.317 -0.013 7.133 20
-3.458 1.149 8.405 21
1.037 -2.218 9.38 20
0.187 -2.859 8.377 20
-0.527 -3.612 6.822 20
-2.162 -3.212 3.841 20
-4.037 -2.19 2.375 21
-3.944 -2.061 1.301 20
-4.004 -1.176 -0.292 20
-3.888 -0.437 -3.288 20
-3.95 -1.398 -3.746 20
-4.68 -1.22 -2.556 20
-6.284 -2.221 -1.496 21
-10.213 -2.255 -1.511 20
-9.821 -0.762 -3.772 20
-3.303 -0.332 -3.224 20
0.071 -0.195 -3.484 20
1.195 1.151 2.687 20
2.223 1.849 4.8 21
4.335 1.588 0.004 20
4.378 2.257 -4.646 20
1.028 4.761 -6.068 20
-2.164 7.17 -5.038 20
-1.367 6.211 -3.265 20
0.918 3.026 -2.729 21
1.231 0.682 -3.517 20
0.177 0.174 -3.654 20
-0.575 0.348 -4.162 20
-1.179 -0.367 -4.835 20
-0.869 -2.072 -5.28 21
-2.652 -1.612 -5.699 20
