# Accelerometer Data File
# Started @Tue Jan 26 20:22:02 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-1.704 2.9 8.991 0
-0.872 2.179 7.315 20
-0.192 1.689 6.209 20
0.064 1.805 5.907 20
-0.099 2.17 5.385 20
0.343 1.625 4.745 20
0.695 1.202 4.307 20
0.985 1.088 4.446 21
1.12 1.234 4.486 20
1.126 1.326 3.697 20
1.218 1.314 3.428 20
1.411 1.137 2.396 20
1.585 0.961 0.66 21
1.717 0.783 -0.442 20
1.602 0.86 -0.659 20
1.252 0.981 0.394 20
0.734 1.139 0.813 20
0.281 1.133 0.219 20
-0.13 0.705 -0.248 21
-0.05 0.764 -0.254 20
0.213 0.98 0.079 20
1.063 0.574 1.03 20
-0.213 -0.593 0.322 20
0.372 -1.107 0.68 20
-0.632 -0.548 -0.437 21
-0.828 -0.506 0.418 20
-0.247 -0.513 -1.125 20
0.505 -0.322 -2.127 20
0.149 -1.18 -0.875 20
1.624 -2.612 2.389 20
1.371 -4.093 7.005 21
2.689 -2.918 5.861 20
6.188 -3.223 2.651 20
5.175 -3.888 7.049 20
3.73 -1.354 3.804 20
4.226 -0.219 -1.536 20
1.667 0.05 -2.728 21
-1.224 -0.786 -0.672 20
-2.755 -1.699 0.634 20
-1.716 -1.837 -0.694 20
-0.781 -1.891 -2.104 20
-2.225 -1.324 -1.934 21
-3.816 -0.707 -2.226 20
-3.544 -0.867 -2.482 20
-2.817 -0.918 -0.435 20
-1.466 -1.969 1.347 20
-0.856 -2.274 1.286 20
1.195 -3.114 1.198 21
2.41 -3.255 -0.15 20
1.874 -2.809 -0.782 20
1.805 -3.295 -0.893 20
2.776 -3.938 -0.603 20
4.091 -4.448 -0.752 20
4.195 -3.971 -1.237 21
4.284 -3.817 -1.924 20
3.457 -2.989 -2.562 20
3.249 -2.578 -2.911 20
3.767 -2.167 -2.868 20
3.731 -1.463 -2.866 20
3.321 -1.043 -2.98 21
