# Accelerometer Data File
# Started @Tue Jan 26 20:18:02 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-3.694 6.617 9.157 0
-2.369 5.296 7.896 20
-1.518 3.804 6.822 20
-0.715 2.352 6.424 20
0.153 0.878 6.784 20
0.065 -0.177 8.122 20
-0.284 -0.203 8.795 21
0.136 -0.066 7.663 20
0.929 -0.447 4.911 20
1.659 -1.086 2.372 20
2.179 -1.512 1.231 20
1.534 -1.212 1.058 20
0.473 -0.677 2.16 21
0.273 -0.462 2.466 20
0.407 -0.181 1.378 20
0.108 0.351 0.065 20
0.03 1.06 0.865 20
-0.218 1.695 0.459 20
0.292 1.649 -1.996 21
1.779 0.688 -4.194 20
1.092 0.781 -4.397 20
0.681 0.416 -4.412 20
0.787 -1.783 -0.761 20
0.674 -4.517 3.958 20
0.844 -3.039 5.16 21
2.187 -1.269 4.411 20
3.507 0.075 3.549 20
4.7 -0.423 1.856 20
4.741 -1.357 -0.783 20
3.706 -1.469 -3.309 21
5.694 0.899 -0.83 20
2.499 4.166 2.074 20
4.56 -0.658 0.342 20
13.92 -7.642 -5.344 20
10.141 -1.411 -8.794 20
4.554 2.5 -5.196 21
2.736 3.0 -3.329 20
0.481 2.112 -6.126 20
-0.743 2.12 -4.401 20
0.012 2.029 -4.672 20
-0.392 0.662 -4.194 20
-1.728 -0.639 -1.99 21
-1.564 -1.254 2.061 20
-0.793 -1.866 3.698 20
-1.613 -1.311 2.574 20
-2.57 -0.233 0.868 20
3.938 -1.704 -4.694 20
6.832 -2.342 -2.05 21
9.997 -4.304 5.181 20
11.38 -6.912 5.9 20
5.533 -5.089 1.205 20
0.14 -2.126 -1.019 20
0.936 -1.347 0.27 20
2.615 -1.449 1.097 21
1.293 -1.009 -0.51 20
-3.383 1.79 -2.544 20
-7.753 4.634 -2.52 20
-8.879 5.406 -1.0 20
-6.646 4.4 0.306 20
-3.196 2.118 -0.724 21
-2.663 1.876 0.005 20
-4.076 3.299 0.893 20
-4.522 3.909 0.195 20
-3.259 2.768 -1.748 20
-3.06 2.403 -2.384 21
-6.497 5.532 1.488 20
-10.094 9.101 7.328 20
-9.193 6.843 7.296 20
-2.985 -0.7 -1.274 20
-0.668 -2.424 -6.73 20
-1.817 -3.596 -8.17 21
-5.133 -7.197 -3.802 20
-2.847 -6.619 10.498 20
14.512 -11.418 13.734 20
22.482 -15.028 3.685 20
14.175 -13.939 -7.486 20
7.217 -11.515 -6.748 21
8.511 -12.465 -4.991 20
8.048 -11.87 -7.342 20
5.21 -8.902 -8.813 20
2.611 -6.088 -8.268 20
-0.954 -3.227 -9.914 20
-4.278 -0.748 -12.409 21
-6.504 1.303 -10.101 20
-5.412 1.994 -12.361 20
-12.593 13.753 -43.134 20
-4.747 6.585 -22.468 20
10.184 -8.593 4.983 20
2.474 -11.672 17.323 21
-5.575 -9.565 15.563 20
-3.612 -6.569 14.028 20
5.678 -9.504 12.175 20
9.304 -9.375 16.151 20
7.062 -6.365 7.044 20
1.104 -4.761 -2.842 21
-6.924 2.311 -10.302 20
-0.35 4.118 -7.016 20
11.923 5.077 -2.865 20
9.237 8.875 -4.428 20
-0.017 13.245 -4.77 21
-1.668 14.267 1.38 20
-2.133 12.894 2.521 20
-5.667 10.703 -0.695 20
-8.586 7.651 -1.576 20
-8.062 4.534 1.034 20
-9.97 2.828 3.731 21
-7.235 1.193 4.576 20
-2.62 -0.729 2.626 20
-5.417 -0.904 -3.482 20
-3.623 -1.435 3.229 20
6.115 -6.604 2.87 20
12.007 -11.109 0.039 21
12.396 -10.019 0.561 20
3.026 -4.624 -3.463 20
-2.12 -0.919 -8.515 20
-0.662 2.13 -8.901 20
0.382 5.696 -6.342 20
5.184 5.414 -2.89 21
4.155 4.325 1.462 20
-1.247 3.588 6.488 20
-5.199 2.828 7.607 20
-6.654 2.037 6.811 20
-6.441 1.274 3.149 20
-6.435 0.608 0.38 21
-6.518 0.148 -0.142 20
-5.674 -0.566 0.287 20
-5.215 -1.633 -3.535 20
-4.076 -2.002 -9.024 20
3.033 -3.151 -2.74 20
11.487 -4.294 1.062 21
11.112 -3.207 -0.649 20
5.275 -1.155 -1.007 20
2.089 0.831 -5.261 20
-0.514 2.906 -10.321 20
-1.426 4.743 -8.845 20
-0.08 5.338 -3.61 21
-0.961 6.658 -1.548 20
-2.902 6.894 0.989 20
-3.431 5.62 3.654 20
-3.612 4.312 7.042 20
-4.102 4.607 8.036 21
-3.998 4.483 4.868 20
-3.467 2.916 4.696 20
-4.599 2.6 1.898 20
-4.915 2.541 1.406 20
-4.083 2.086 1.524 20
0.501 0.948 -3.821 21
7.434 -1.739 -13.705 20
17.086 -7.673 -9.8 20
18.368 -14.244 5.872 20
10.583 -13.303 12.729 20
5.572 -10.908 11.665 20
2.135 -10.498 7.513 21
0.108 -9.72 -0.022 20
-1.773 -5.814 -5.022 20
-3.79 -2.091 -1.145 20
-8.635 -0.539 -8.717 20
-12.381 4.005 -19.914 21
-10.541 8.315 -23.304 20
-6.042 6.143 -10.064 20
-3.601 1.143 6.486 20
-2.973 -1.488 6.952 20
-2.131 -2.943 2.494 20
-1.426 -3.0 2.982 21
-2.525 -2.841 5.422 20
-5.884 -5.062 6.223 20
-8.723 -4.7 5.812 20
-1.075 -2.192 6.845 20
8.138 1.65 9.477 20
9.082 -0.217 -8.836 21
7.921 -0.631 -9.55 20
8.86 0.311 -1.823 20
8.513 2.64 2.776 20
6.364 4.918 7.782 20
5.917 4.495 5.685 20
2.473 4.761 1.641 21
-1.906 5.667 3.188 20
-2.688 5.014 8.324 20
-2.471 3.157 8.994 20
-4.968 1.963 3.237 20
-6.356 2.701 -3.206 20
-4.592 1.9 -2.267 21
-5.224 1.497 -2.57 20
-5.939 2.813 -7.145 20
-5.308 0.277 5.599 20
0.256 -2.777 0.076 20
13.224 -5.677 2.015 20
13.725 -6.867 18.621 21
4.958 -5.839 5.747 20
7.37 -0.583 -11.275 20
4.758 1.46 -2.213 20
0.246 0.108 3.725 20
-3.643 0.813 1.468 20
-3.281 3.013 1.793 21
-2.487 6.957 0.342 20
1.262 7.764 -4.191 20
-2.097 6.019 -3.121 20
-2.472 2.701 -3.555 20
-4.889 3.371 -6.765 20
-6.58 -0.652 -0.849 21
