# Accelerometer Data File
# Started @Tue Jan 26 20:16:54 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.266 2.978 11.136 0
-0.043 2.337 8.722 20
0.394 1.972 7.016 20
0.8 1.652 6.364 20
0.99 1.517 5.811 20
0.955 1.425 5.517 20
1.015 1.263 5.239 20
1.049 1.148 4.739 21
0.921 1.132 4.226 20
0.617 1.224 3.661 20
0.236 1.287 2.909 20
-0.026 1.18 2.213 20
0.043 0.568 1.0 20
0.03 0.134 0.499 21
-0.578 -0.122 0.746 20
-1.447 -0.882 -0.768 20
-2.1 -1.693 -1.609 20
-0.497 -3.524 -0.998 20
0.166 -3.131 -4.358 20
-0.143 -1.517 -4.259 21
-0.849 -2.116 0.105 20
-0.503 -1.611 2.738 20
-1.186 0.819 0.289 20
-3.736 3.02 2.273 20
-3.121 1.666 6.804 21
-1.528 1.426 8.172 20
-0.722 2.094 9.081 20
1.88 1.546 8.9 20
4.055 1.7 3.646 20
4.262 1.631 2.303 20
5.616 1.5 2.055 21
6.859 1.025 0.573 20
6.669 0.519 1.986 20
5.135 -0.228 2.219 20
3.783 -0.835 0.007 20
3.48 -0.635 -1.722 20
3.839 -0.729 -2.865 21
3.574 -1.458 -5.047 20
2.455 -0.842 -3.863 20
3.025 0.438 -2.657 20
6.81 -0.472 -14.062 20
5.236 -0.205 -22.243 20
5.631 0.893 -12.024 21
0.163 1.129 2.699 20
0.895 -1.727 1.004 20
8.295 -6.354 3.633 20
5.644 -6.438 15.699 20
3.048 -7.868 22.63 20
2.804 -7.769 22.285 21
3.804 -6.003 11.077 20
-2.761 -1.509 -2.284 20
-12.568 1.159 -8.571 20
-13.185 0.979 -7.162 20
-9.885 -0.222 -3.712 20
-8.976 -0.129 -5.367 21
-9.146 0.454 -8.855 20
-8.742 1.327 -9.177 20
-8.012 2.273 -8.201 20
-8.53 2.017 -8.349 20
-8.951 3.527 -7.421 20
-7.782 3.535 -2.924 21
-5.426 1.767 2.465 20
-4.804 0.564 4.393 20
-6.427 0.535 9.365 20
-5.08 -2.872 13.75 20
-5.035 -3.376 10.279 21
-0.097 -1.163 10.42 20
8.365 0.333 6.355 20
4.689 6.579 1.433 20
6.103 7.487 3.235 20
11.341 1.413 4.957 20
9.332 -1.028 1.838 21
7.743 -2.456 -1.907 20
7.404 -4.746 -6.259 20
3.76 -4.866 -9.233 20
0.581 -4.336 -13.93 20
-0.466 -6.669 -18.628 20
0.268 -9.501 -19.982 21
2.037 -10.066 -18.598 20
2.404 -8.926 -13.83 20
3.464 -7.048 -5.914 20
4.853 -4.213 3.955 20
4.82 -0.049 11.578 21
9.806 2.637 14.699 20
15.845 4.587 11.645 20
17.082 9.829 11.028 20
20.919 9.115 10.399 20
18.827 6.729 5.686 20
11.354 5.847 0.126 21
10.122 7.5 -0.36 20
4.535 2.878 -9.596 20
-5.775 3.304 -14.667 20
-8.507 1.387 -16.102 20
-12.953 1.304 -12.965 20
-15.707 2.049 -8.366 21
-15.134 0.891 -3.733 20
-13.267 0.233 3.269 20
-11.145 0.901 3.699 20
-10.589 0.397 3.167 20
-6.986 0.67 -2.549 20
-2.126 1.396 -4.806 21
2.104 -0.708 0.007 20
10.985 -4.878 4.489 20
15.69 -5.082 -14.826 20
12.584 -12.987 11.16 20
5.108 -17.968 10.872 20
-4.437 -15.535 -2.098 21
-1.585 -14.333 -5.445 20
3.634 -10.466 -8.818 20
3.715 -6.821 -4.924 20
0.129 -4.074 -2.119 20
-4.855 -0.497 -0.475 20
-8.485 4.472 -1.697 21
-6.213 7.569 5.045 20
-4.279 11.598 -1.116 20
-6.281 11.842 -1.297 20
-4.24 9.586 -4.072 20
-1.165 4.203 -5.327 20
0.126 0.543 -0.54 21
-0.416 -2.04 4.551 20
-2.662 -7.318 -0.605 20
-5.216 -10.928 -0.12 20
-6.921 -14.117 5.223 20
2.264 -18.949 11.227 20
7.126 -13.773 0.941 21
3.751 -6.167 -11.357 20
6.428 -6.326 -0.662 20
-0.582 1.763 -4.433 20
2.565 6.293 -2.181 20
2.069 8.434 1.007 20
-0.127 11.193 4.337 21
-4.825 14.129 3.26 20
-7.19 12.52 -4.975 20
-9.406 9.47 -7.347 20
-9.504 6.886 -1.168 20
-7.756 5.361 0.955 20
-5.693 5.515 2.608 21
-0.116 3.01 1.566 20
3.508 -1.36 -0.681 20
5.928 -8.097 -5.862 20
22.966 -9.704 15.774 20
13.9 -8.337 4.628 21
8.597 -9.323 1.317 20
5.003 -5.64 0.455 20
3.444 -2.262 -1.888 20
2.539 1.52 -2.559 20
2.309 6.307 -3.698 20
-1.135 9.355 -4.221 21
-3.807 6.966 -0.528 20
-5.705 4.398 -2.232 20
-8.867 5.702 -5.39 20
-8.549 7.529 -0.039 20
-9.514 5.136 0.773 20
-3.979 -1.146 -2.203 21
6.4 -9.362 2.492 20
8.416 -9.534 -0.699 20
3.771 -4.642 -0.168 20
4.425 -5.865 -1.16 20
3.596 -4.692 -3.963 20
6.613 -5.517 -2.37 21
5.238 -10.501 3.241 20
-2.639 -12.321 18.763 20
-9.828 -10.849 9.843 20
-5.355 -1.494 -29.932 20
3.428 5.517 -26.499 20
1.221 8.076 -8.111 21
-3.206 9.258 3.74 20
-3.875 9.419 11.237 20
-3.61 9.65 12.077 20
-6.498 10.716 6.775 20
-7.418 10.472 3.58 20
-3.916 8.554 3.674 21
0.001 4.469 3.346 20
1.31 -0.962 3.011 20
3.328 -2.381 3.316 20
2.868 -2.949 0.91 20
3.381 -7.199 -2.757 21
2.86 -11.619 -0.086 20
3.578 -15.032 15.721 20
1.004 -11.487 8.696 20
-1.176 -3.65 -17.037 20
4.85 2.677 -18.459 20
4.063 4.897 -9.691 21
-5.684 7.574 -1.421 20
-7.735 6.31 8.603 20
-3.32 1.068 -1.84 20
-2.774 0.663 -1.664 20
-1.926 -0.78 2.988 20
-0.278 -1.473 -0.779 21
3.447 -0.007 -4.399 20
9.533 -0.215 -7.132 20
8.077 -0.129 -7.219 20
3.689 -1.14 -3.563 20
4.383 -5.359 0.798 20
8.344 -10.131 9.165 21
3.586 -11.38 9.68 20
-5.18 -8.428 0.22 20
-6.917 -6.27 1.515 20
-4.332 -7.758 2.616 20
0.539 -8.334 -20.308 20
-8.588 0.865 -8.51 21
-11.724 10.383 7.591 20
-4.306 14.642 5.506 20
-1.678 14.948 3.873 20
-4.958 14.587 7.017 20
-1.181 9.327 4.427 20
-1.61 10.141 6.424 21
-0.037 8.129 4.73 20
-0.109 5.597 3.347 20
2.973 2.604 -3.086 20
6.93 -2.211 -29.366 20
13.036 -15.062 8.138 20
1.499 -16.662 20.43 21
-11.349 -2.696 1.008 20
-7.909 -5.473 9.005 20
-4.262 -12.329 4.603 20
-5.534 -12.95 -5.054 20
-5.908 -7.703 -5.779 20
-1.611 -1.838 -6.161 21
-3.002 4.722 -6.526 20
-6.841 8.398 -4.275 20
-4.924 3.688 -5.113 20
3.008 -3.711 -4.539 20
2.785 -3.298 -11.582 20
-4.325 3.591 -4.555 21
-7.784 6.168 1.479 20
-5.289 6.03 -0.591 20
