# Accelerometer Data File
# Started @Tue Jan 26 20:37:58 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-1.111 3.607 7.786 0
-0.825 3.311 7.212 20
-1.232 3.47 6.954 20
-1.204 3.066 7.188 20
-1.402 2.751 6.915 20
-0.439 2.705 5.251 20
1.648 1.306 7.165 21
1.906 0.466 6.342 20
1.888 3.427 -0.252 20
3.488 5.885 -2.471 20
5.129 8.136 -1.961 20
7.255 5.319 -4.361 20
8.267 -1.255 -12.188 21
5.724 -4.555 -11.788 20
6.417 -2.864 -8.385 20
9.206 -3.162 5.561 20
9.311 -7.914 13.723 20
7.699 -6.006 1.151 20
5.234 -3.549 5.386 21
3.588 -4.067 3.931 20
2.14 -4.762 3.066 20
-2.954 -2.731 3.699 20
-5.569 -2.133 2.32 20
-4.318 -1.193 2.013 20
-3.325 0.624 -3.213 21
-6.244 0.883 -2.016 20
-6.212 1.198 -0.471 20
-6.305 0.675 -0.724 20
-5.525 0.758 -0.654 20
-4.721 1.297 -0.536 20
-4.063 1.146 0.987 21
-2.38 -0.158 2.419 20
-1.638 -0.623 3.199 20
-1.418 0.0 2.426 20
-0.222 0.421 1.901 20
0.985 0.086 2.286 20
0.915 0.304 2.489 21
1.895 -0.569 1.8 20
2.798 -0.68 0.945 20
3.15 -0.707 0.872 20
3.316 -1.117 1.634 20
2.803 -1.309 2.264 21
2.546 -1.146 1.71 20
2.641 -0.822 0.696 20
2.743 -0.688 -0.429 20
2.562 -0.949 0.232 20
2.758 -1.723 1.513 20
3.12 -2.309 1.594 21
3.13 -2.257 -0.099 20
3.054 -2.333 -2.67 20
3.578 -2.689 -3.229 20
4.374 -3.267 -2.755 20
5.133 -3.779 -3.029 20
4.969 -4.526 -3.785 21
4.806 -5.507 -3.533 20
9.036 -7.386 -6.839 20
11.416 -7.456 -13.418 20
6.297 -5.117 -16.256 20
0.728 -6.093 -20.391 20
-10.281 -3.091 -17.065 21
-9.206 -1.818 -15.003 20
-0.929 -3.199 -7.697 20
3.326 -3.522 1.836 20
2.422 -2.303 6.525 20
0.175 1.197 2.037 20
-0.46 2.522 0.134 21
-0.908 2.725 0.886 20
-4.017 3.457 2.285 20
-7.644 4.116 1.373 20
-8.072 4.047 2.493 20
-6.139 5.268 -1.598 20
-3.57 5.437 -7.129 21
0.272 2.451 4.985 20
4.751 1.304 4.916 20
1.126 3.994 -3.91 20
-0.038 3.541 -0.673 20
1.177 2.259 1.996 21
1.387 2.066 1.089 20
-0.998 2.556 -0.949 20
-1.941 2.537 -2.343 20
-1.465 1.32 0.885 20
-0.352 0.043 0.279 20
2.881 -0.812 -2.163 21
-0.064 -1.826 0.213 20
0.123 -2.676 0.823 20
0.403 -1.216 -2.975 20
-0.233 -1.7 -1.979 20
0.32 -1.595 -0.108 20
-1.589 -0.968 1.092 21
-0.492 -1.093 3.257 20
-6.741 0.561 1.97 20
-3.093 -1.689 0.24 20
4.567 -2.673 -1.838 20
3.903 -1.088 -1.635 20
4.459 -1.092 1.173 21
4.992 -0.974 0.502 20
1.705 -1.01 1.844 20
0.215 -1.498 2.013 20
0.521 -1.678 0.572 20
-0.33 -1.915 0.791 20
-0.551 -1.538 -0.085 21
-0.431 -1.19 0.188 20
-0.988 -1.013 0.512 20
-0.796 -0.935 0.698 20
0.149 -0.883 0.486 20
1.848 -0.678 0.605 21
3.395 -0.509 -0.043 20
2.26 -0.089 -0.946 20
-2.003 0.669 0.221 20
0.078 2.752 -0.837 20
-2.895 3.054 0.337 20
-3.028 2.91 1.905 21
-1.716 2.356 0.682 20
-1.745 2.209 -1.529 20
-1.985 2.452 -2.73 20
-1.107 2.506 -2.161 20
-0.304 2.057 0.326 20
-0.224 0.924 1.848 21
-1.528 2.429 -1.494 20
-5.225 4.351 -1.474 20
-1.712 -1.803 1.607 20
3.125 -5.497 4.119 20
3.947 -6.831 9.08 20
2.457 -5.35 13.107 21
-1.597 -2.754 4.319 20
-3.443 -1.972 -3.448 20
-4.426 -2.732 -0.961 20
-4.88 -3.619 0.956 20
-4.164 -3.27 -0.378 20
-2.881 -3.846 -5.2 21
-2.575 -3.483 -9.783 20
-1.9 -2.399 -2.289 20
1.271 -8.789 3.182 20
2.371 -12.224 1.508 20
-0.118 -3.876 -0.645 21
-5.335 2.433 -2.128 20
-5.148 1.206 -2.297 20
-4.077 0.238 -5.04 20
-5.122 7.879 0.561 20
-8.06 8.126 3.021 20
-6.855 -2.357 -2.568 21
-0.922 -6.237 0.16 20
-0.118 -5.417 3.486 20
-8.327 -2.575 1.434 20
-2.27 -1.669 -1.38 20
-0.87 -7.991 -4.542 20
-2.987 -7.996 -4.549 21
-1.791 -0.11 -1.117 20
-0.368 3.421 -1.827 20
1.408 2.895 -0.385 20
0.51 4.283 3.253 20
-1.122 6.088 3.859 20
-2.179 1.644 1.569 21
-1.128 -2.355 -2.622 20
-1.378 -0.772 -3.126 20
-2.471 1.484 2.58 20
-0.682 0.762 4.84 20
-0.599 -0.251 -5.306 20
-0.811 1.082 -2.578 21
-0.393 -0.002 0.766 20
0.266 -1.765 1.612 20
0.369 -1.6 1.649 20
0.211 -0.174 0.389 20
0.104 0.552 -0.537 21
-0.167 0.811 -0.335 20
-0.193 0.512 0.286 20
-0.454 0.064 0.605 20
-0.501 -0.142 0.482 20
-0.324 0.818 0.179 20
