# Accelerometer Data File
# Started @Tue Jan 26 20:40:58 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-1.961 5.132 7.126 0
-1.079 4.795 5.876 20
-0.093 5.109 3.829 20
0.676 5.379 2.944 20
0.772 4.731 4.003 20
0.803 3.218 4.064 20
1.173 1.991 2.155 20
1.211 1.697 1.929 21
1.588 1.428 3.872 20
3.083 2.195 2.461 20
3.561 3.207 3.12 20
4.007 1.776 2.664 20
4.85 -2.491 -3.627 20
8.119 -4.163 -6.669 21
7.779 -2.64 -4.482 20
-0.367 3.776 5.203 20
-1.106 1.29 6.177 20
0.974 -2.754 2.905 20
4.449 -3.772 2.679 21
8.921 -4.061 0.743 20
6.391 -1.059 1.988 20
-2.037 0.708 -2.791 20
-0.63 -0.202 1.303 20
-1.285 -0.212 1.623 20
-2.674 0.323 2.582 21
-3.459 0.547 3.979 20
-3.231 0.661 4.545 20
-1.837 0.612 4.338 20
-0.14 0.441 4.058 20
-0.626 1.058 3.464 20
-2.305 2.246 2.508 20
-2.62 2.78 2.065 21
-1.735 2.494 2.923 20
-0.947 2.044 3.582 20
-0.285 1.199 3.189 20
-0.091 0.557 2.545 20
-0.189 -0.237 1.79 20
-0.209 -1.041 1.591 21
0.011 -2.103 1.148 20
0.459 -3.572 0.104 20
0.527 -5.03 -1.279 20
0.099 -6.142 -3.43 20
0.294 -7.485 -5.614 20
2.321 -9.572 -7.258 21
7.341 -11.963 -11.958 20
10.587 -13.11 -17.89 20
7.499 -11.917 -20.488 20
-0.364 -9.275 -19.091 20
-6.142 -5.139 -23.248 20
-17.362 10.944 -48.416 21
-17.137 9.418 -30.369 20
-3.809 1.416 -2.843 20
5.979 2.218 5.113 20
11.362 -5.568 12.501 20
6.77 -1.697 12.137 21
4.978 2.16 -2.033 20
3.193 1.024 1.542 20
-1.648 4.026 -1.557 20
-5.839 6.667 -2.595 20
-1.546 5.291 1.145 20
6.14 2.501 4.523 21
9.019 1.308 5.498 20
7.877 2.952 -0.029 20
3.903 4.383 -0.727 20
0.018 5.146 -0.77 20
1.523 3.193 -0.025 20
3.108 1.317 1.324 21
1.562 1.0 1.543 20
-0.585 0.907 1.496 20
-1.057 0.488 1.194 20
-1.559 -0.006 1.512 20
-1.461 -0.01 -3.146 20
-0.002 0.036 3.4 21
1.937 -0.252 5.037 20
0.051 0.523 4.242 20
-0.585 0.242 2.759 20
0.202 0.073 0.804 20
