# Accelerometer Data File
# Started @Tue Jan 26 20:45:30 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.549 5.634 7.911 0
-1.908 4.9 7.085 20
-1.036 3.951 4.857 20
-0.656 2.866 3.569 20
-0.244 2.323 5.76 20
0.166 2.323 5.063 20
0.634 2.201 3.194 20
1.521 2.229 0.861 21
2.257 2.98 -0.655 20
2.581 3.68 0.433 20
3.166 3.593 1.086 20
3.419 2.996 -0.671 20
4.851 0.849 -0.862 20
7.123 -0.242 -8.21 21
8.877 -1.078 -6.505 20
6.427 -2.117 3.655 20
8.067 -4.005 1.426 20
8.948 -3.958 0.861 20
5.684 -4.039 1.622 20
-1.584 -0.177 1.723 21
-2.243 1.711 1.37 20
-0.731 -0.419 -2.535 20
6.24 -1.765 -1.904 20
5.437 -1.621 2.921 20
-0.099 -0.135 7.389 20
-3.174 -0.009 6.775 21
-5.064 0.09 6.729 20
-6.496 -0.058 6.852 20
-8.332 0.018 5.539 20
-8.999 -0.339 4.886 20
-7.989 -1.094 4.593 21
-6.466 -1.916 4.22 20
-5.487 -2.229 3.921 20
-4.376 -2.564 2.798 20
-2.759 -3.371 1.856 20
-2.912 -3.557 2.067 20
-2.03 -3.98 1.373 21
1.026 -5.52 0.613 20
2.89 -6.88 -0.349 20
2.004 -7.721 -1.782 20
-0.285 -9.24 -2.852 20
-1.77 -11.699 -6.163 20
-1.336 -12.694 -14.011 21
1.112 -11.269 -21.99 20
2.092 -7.221 -24.29 20
1.246 -3.681 -21.529 20
-1.855 -1.18 -16.095 20
-3.844 0.327 -14.162 20
-1.086 2.951 -19.602 21
2.199 6.219 -23.249 20
2.458 4.703 -9.722 20
2.57 1.376 6.285 20
4.499 0.533 5.178 20
4.319 -0.765 6.167 20
4.796 0.959 3.802 21
6.35 2.636 0.009 20
8.22 2.57 7.426 20
11.218 2.227 2.335 20
11.532 4.348 -2.656 20
8.508 5.873 -3.472 20
6.327 3.966 6.8 21
3.025 4.399 6.87 20
0.577 4.735 1.871 20
1.843 3.641 1.218 20
0.712 2.061 2.623 20
-1.732 1.637 2.632 20
-2.151 1.32 1.584 20
-2.781 0.412 3.265 21
-2.356 -0.12 -2.289 20
-0.566 -0.151 -0.469 20
0.884 0.389 1.321 20
1.904 0.562 3.623 20
0.148 1.745 -0.544 20
0.151 2.222 -4.514 21
2.647 1.225 0.768 20
0.845 0.831 2.181 20
-0.349 0.944 3.394 20
0.429 1.33 4.219 20
1.762 1.346 3.019 20
1.169 1.608 1.065 21
-0.193 1.9 -0.026 20
-0.93 2.085 -0.385 20
-0.32 1.877 0.284 20
0.125 1.635 -0.239 20
-0.779 1.696 -0.278 20
-1.65 1.679 1.047 21
-1.737 1.3 1.74 20
0.102 -0.071 1.794 20
1.823 -0.193 -4.175 20
-0.005 1.85 -11.491 20
-4.927 2.816 -10.245 20
-7.129 2.832 -4.014 21
-2.662 -0.87 -1.314 20
6.539 -6.543 -3.356 20
9.725 -4.925 -1.362 20
5.381 -3.646 11.209 20
-0.094 -5.786 13.964 20
-2.883 -6.307 11.675 21
-3.278 -7.733 -0.836 20
-5.97 -6.979 -16.047 20
-3.478 -3.651 -12.607 20
2.052 -0.914 3.11 20
2.299 0.159 6.589 20
-1.418 0.165 -0.314 21
-2.02 0.892 -4.769 20
-1.945 2.114 -4.821 20
-1.764 1.096 -2.924 20
-0.874 -0.007 0.903 20
-1.912 0.308 0.83 20
-2.227 0.441 -1.014 21
-0.385 0.05 -1.604 20
3.44 0.698 1.412 20
4.487 1.368 4.416 20
0.466 2.365 1.482 20
-7.279 13.412 -3.794 20
-5.481 -3.125 -8.352 21
-2.23 -11.454 -3.181 20
5.428 -11.74 3.768 20
6.205 -5.357 2.514 20
-3.662 2.829 1.751 20
-3.007 -4.339 0.405 20
-4.221 -3.157 -0.348 21
-4.75 -0.263 -2.506 20
-3.385 -1.588 -2.091 20
-3.339 -2.999 -1.584 20
-2.846 -1.823 -0.119 20
-3.173 -3.01 -0.836 20
-3.464 -4.539 -1.865 21
-2.609 -4.476 -1.443 20
-1.518 -1.728 -1.096 20
0.256 3.45 0.573 20
-0.769 5.011 0.954 20
-0.797 2.503 -3.019 20
1.282 3.634 -3.274 21
0.794 1.906 -0.997 20
-2.344 -0.483 -0.044 20
-2.76 -1.014 -1.15 20
-1.299 -0.926 -2.274 20
-0.276 1.111 0.537 21
-1.344 1.165 0.578 20
-0.925 0.557 -0.852 20
-1.324 0.081 -0.747 20
-1.25 -0.088 -0.642 20
-0.624 -0.288 -0.481 20
-0.262 -0.011 -0.586 21
-0.199 -0.053 -0.545 20
-0.222 -0.091 -0.113 20
-0.289 0.016 0.161 20
-0.301 0.017 0.138 20
-0.117 0.05 0.034 20
0.042 0.409 -0.171 20
0.04 0.735 -0.273 21
0.262 -1.056 -0.265 20
-0.015 -2.552 -0.012 20
-0.788 1.412 1.985 20
0.187 1.252 -0.196 20
0.675 -0.406 0.122 20
-0.066 -0.264 -2.91 21
-0.885 1.066 -1.832 20
0.573 0.526 0.138 20
0.438 0.079 0.465 20
0.177 0.468 -0.06 20
0.338 0.716 0.34 20
0.405 0.651 -0.113 21
0.087 0.465 -0.751 20
-0.262 0.354 -0.659 20
-0.287 0.409 -0.265 20
-0.153 0.588 0.073 20
-0.023 0.663 0.021 20
-0.096 0.642 -0.295 21
-0.181 0.616 -0.369 20
-0.353 0.699 -0.419 20
-0.1 0.517 -0.657 20
-0.183 0.59 -0.38 20
-0.153 0.794 -0.529 20
0.13 0.678 -0.444 21
0.344 0.763 0.319 20
0.148 0.801 0.229 20
-0.241 0.715 0.267 20
-0.426 0.662 0.141 20
-0.422 0.825 0.178 20
-0.29 0.762 0.227 21
-0.248 0.953 0.297 20
-0.175 1.071 0.052 20
-0.171 1.153 -0.075 20
0.091 0.95 -0.18 20
0.323 0.628 0.163 20
0.095 0.255 -0.191 21
-0.203 0.061 -0.193 20
-0.404 0.193 0.047 20
-0.364 0.0 -0.222 20
-0.028 -0.401 -0.581 20
0.131 -0.658 -0.706 20
-0.036 -0.784 -0.59 21
-0.222 -0.742 -0.585 20
-0.09 -0.899 -0.087 20
0.05 -1.083 -0.097 20
0.105 -1.367 -0.454 20
0.304 -1.933 -0.234 20
-0.153 -1.627 0.349 21
-0.633 -0.656 0.204 20
-0.725 0.016 0.401 20
-0.609 0.123 1.049 20
-0.74 -0.053 1.856 20
-1.035 -0.453 1.608 20
-0.867 -0.754 1.085 21
-0.198 -1.054 1.028 20
0.022 -1.345 1.192 20
-0.068 -1.599 0.72 20
0.087 -2.103 0.21 20
0.438 -2.889 0.823 20
0.536 -3.501 0.93 21
0.062 -3.83 0.675 20
