# Accelerometer Data File
# Started @Tue Jan 26 20:44:07 GMT+02:00 2021
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer Non-wakeup
# sensor Resolution: 0.0023928226m/sec^2; Max Range: 78.4532; Min Delay: 2500 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:NORMAL
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.631 5.211 7.167 0
-2.051 4.451 6.023 20
-1.902 4.038 4.996 20
-1.869 3.69 4.548 20
-1.835 3.533 4.29 20
-1.654 3.265 4.29 20
-1.969 3.129 4.246 21
-1.873 2.792 3.604 20
-1.854 2.105 3.017 20
-1.559 1.03 1.86 20
0.677 1.421 0.96 20
2.957 2.048 3.554 20
4.819 1.57 5.148 21
6.049 -0.658 1.776 20
5.25 -2.009 -4.588 20
5.169 0.278 -9.506 20
5.327 1.539 -10.976 20
5.687 0.176 -0.451 20
5.521 -1.089 5.604 21
4.126 -3.464 2.711 20
2.204 -5.331 3.88 20
1.729 -3.401 10.186 20
1.022 -1.435 7.471 20
0.387 -1.88 2.213 20
0.266 -2.615 2.74 21
0.317 -3.345 5.872 20
0.135 -2.845 7.652 20
-2.131 -1.956 5.831 20
-4.169 -0.922 1.707 20
-4.077 -0.709 -1.006 20
-3.29 -0.446 -0.824 21
-3.603 -0.298 1.347 20
-2.508 -0.773 3.644 20
-1.464 -2.103 4.084 20
-2.052 -1.593 2.617 20
-3.395 -0.38 1.04 20
-4.927 1.102 0.216 21
-4.908 1.934 -1.596 20
-4.65 2.273 -3.806 20
-4.567 2.343 -2.619 20
-4.748 2.225 -1.014 20
-2.986 0.332 -0.033 20
-0.269 -1.695 -0.342 21
0.232 -2.364 -1.086 20
0.232 -2.856 -1.941 20
2.55 -4.701 -3.114 20
4.99 -6.386 -2.99 20
5.123 -6.306 -2.993 20
4.774 -5.443 -4.138 21
9.057 -4.868 -5.501 20
14.804 -3.465 -7.18 20
16.545 -0.411 -8.085 20
15.578 1.932 -4.536 20
13.192 0.823 -7.164 20
15.573 8.042 -30.848 21
10.322 11.72 -10.716 20
2.449 4.626 12.423 20
4.783 -1.016 6.918 20
1.357 -1.982 4.637 20
-3.309 -4.492 4.467 21
-7.025 -7.61 2.039 20
-10.529 -7.503 -5.658 20
-13.367 -5.286 -9.083 20
-14.307 -3.563 -9.128 20
-11.898 -1.409 -13.337 20
-9.932 2.081 -18.197 21
-8.678 3.296 -17.971 20
-3.09 2.473 -7.998 20
6.624 0.326 -1.078 20
9.521 -2.193 6.478 20
6.001 -1.623 0.429 20
3.872 0.242 -2.047 21
3.791 -0.92 5.489 20
6.579 -1.914 6.741 20
9.028 -1.807 6.638 20
8.533 -0.378 -1.267 20
8.981 1.19 -4.094 20
7.335 0.81 0.238 21
4.28 1.248 1.15 20
2.672 1.563 2.508 20
0.516 1.364 7.071 20
-2.43 1.896 6.271 20
-8.256 5.326 -5.18 20
-6.052 3.461 -2.476 21
-1.655 0.808 3.76 20
-3.624 2.536 -0.231 20
1.466 2.015 1.751 20
4.913 0.649 4.446 20
-1.737 2.669 -0.124 20
-0.746 2.82 -0.716 21
1.913 2.191 1.101 20
-1.404 2.727 0.75 20
-0.209 1.052 2.632 20
1.411 0.415 3.162 20
-2.595 2.281 -0.639 20
-3.036 2.031 -2.955 21
-2.508 1.326 -5.702 20
-1.179 0.143 -0.796 20
-0.16 0.355 4.946 20
0.062 1.197 5.23 20
0.079 1.97 4.802 20
1.561 2.105 2.819 21
3.194 1.834 0.344 20
2.444 2.155 0.163 20
0.477 2.629 0.248 20
-0.277 2.069 -0.118 20
-0.146 0.924 -0.445 20
0.553 -0.37 -1.024 21
1.841 -1.808 -2.075 20
0.726 -2.22 -2.652 20
-0.713 -2.345 -0.188 20
-3.13 -1.64 -0.317 20
-0.234 -4.467 -7.922 21
4.387 -3.108 -10.592 20
6.309 -5.466 -2.858 20
3.6 -8.992 13.4 20
-3.335 -7.278 8.22 20
-2.182 -4.487 0.003 20
0.017 -2.954 -8.98 21
0.084 -1.613 -6.579 20
-0.021 0.16 0.804 20
-1.758 2.593 4.764 20
-1.311 1.37 -0.405 20
-1.296 -0.135 -4.433 20
-0.248 -0.024 -0.188 21
1.537 -2.288 -0.661 20
-0.845 -0.582 -3.104 20
-1.545 1.586 -1.035 20
-0.218 3.988 1.286 20
-0.013 4.161 -0.801 20
0.393 2.406 -2.083 21
2.227 1.538 -1.246 20
0.131 1.546 -0.073 20
0.096 2.734 -0.329 20
1.052 3.7 1.242 20
-0.837 4.909 3.125 20
-3.105 4.437 0.566 21
-1.258 -0.397 -4.564 20
5.753 -10.857 -5.846 20
3.113 -8.118 0.417 20
-2.687 -0.344 5.961 20
-6.732 0.536 0.822 20
-10.474 -7.745 -3.754 21
-1.456 -7.997 -2.659 20
-2.044 -5.194 -3.542 20
-4.469 -0.917 -4.595 20
-1.407 1.853 -2.07 20
0.733 0.532 -0.749 20
0.47 -0.598 -3.263 21
-0.557 0.51 -2.206 20
-0.053 -0.534 3.744 20
0.21 0.8 1.27 20
0.485 1.731 -1.275 20
0.971 -0.511 -0.943 20
0.313 -0.919 1.294 21
-0.679 -2.983 1.841 20
-1.365 -4.175 1.372 20
-2.688 -3.345 -1.021 20
-2.458 -2.64 -1.958 20
-2.844 -1.598 -1.45 21
-1.874 -2.548 -2.234 20
-1.37 -3.119 -1.506 20
-1.759 -3.993 0.213 20
-2.296 -2.296 -0.818 20
-2.183 -1.449 0.153 20
-2.411 -1.94 -4.365 21
-1.95 -2.494 -1.434 20
-1.164 -1.641 -1.683 20
-0.002 -0.634 -0.642 20
-0.812 1.987 0.137 20
-1.6 8.207 0.083 20
0.769 5.931 0.189 21
0.804 0.718 -1.944 20
0.297 -0.056 -0.357 20
-0.349 0.91 1.446 20
-0.976 -0.407 -4.748 20
-0.406 -1.291 -0.948 20
-0.898 -0.123 -1.015 21
-0.741 0.663 -1.556 20
-0.098 0.316 0.062 20
0.409 0.522 0.371 20
0.366 1.433 -1.593 20
0.465 2.894 -1.252 21
0.66 2.563 0.054 20
0.437 1.764 -0.272 20
0.223 0.893 0.037 20
-0.021 0.569 0.389 20
-0.195 0.447 -0.257 20
-0.486 0.381 -0.704 21
-0.802 0.576 -0.784 20
-0.467 0.449 -0.665 20
-0.216 0.279 -0.066 20
-0.019 0.329 0.121 20
0.113 0.181 0.303 20
0.125 0.051 -1.451 21
-0.169 0.055 -0.099 20
0.891 -0.993 4.069 20
0.429 0.614 -3.178 20
0.215 1.7 -0.883 20
0.506 1.116 0.918 20
0.061 0.349 -0.25 21
-0.006 0.56 0.418 20
-0.467 1.299 -0.701 20
0.391 0.876 -0.909 20
0.311 0.32 -0.449 20
-0.163 0.646 0.207 20
-0.42 0.672 0.279 21
-0.531 0.605 0.335 20
-0.241 0.344 0.017 20
-0.025 0.268 -0.546 20
0.114 0.084 -1.225 20
0.107 0.175 -1.115 20
-0.174 0.845 -0.447 21
-0.198 0.965 -0.142 20
-0.02 0.597 -0.278 20
0.056 0.391 -0.266 20
-0.076 0.664 -0.151 20
-0.338 0.831 0.099 20
-0.632 0.657 0.097 21
-0.959 0.617 0.208 20
-1.242 0.851 0.509 20
-1.652 0.875 0.139 20
-1.811 0.486 -0.508 20
-1.481 0.017 -0.641 20
-1.184 -0.169 -0.346 21
-0.845 -0.141 -0.011 20
-0.351 -0.153 -0.038 20
-0.01 -0.194 -0.084 20
-0.132 -0.125 0.206 20
-0.524 0.012 0.06 20
-0.383 0.06 -0.35 21
0.213 -0.135 -0.399 20
0.717 -0.253 -0.044 20
0.781 -0.212 0.019 20
0.923 -0.424 -0.182 20
1.09 -0.744 0.118 20
0.659 -0.704 0.22 21
0.369 -0.689 0.252 20
0.392 -0.784 0.451 20
0.599 -0.701 0.281 20
0.852 -0.704 0.313 20
1.346 -0.869 0.4 21
1.382 -0.691 0.295 20
0.879 -0.517 0.35 20
0.524 -0.553 0.867 20
0.368 -0.476 1.209 20
0.275 -0.618 1.09 20
0.409 -0.906 0.787 21
1.099 -1.531 0.752 20
1.543 -2.031 0.84 20
1.523 -2.268 0.857 20
1.441 -2.356 1.229 20
1.625 -2.346 1.334 20
1.348 -1.933 0.593 21
1.224 -1.808 0.919 20
0.905 -1.423 0.627 20
-0.189 -1.235 0.357 20
-0.517 -1.702 0.858 20
0.092 -1.853 0.742 20
0.389 -1.776 1.257 21
0.518 -1.751 1.607 20
0.619 -1.727 1.649 20
0.269 -2.076 1.646 20
-0.322 -2.375 1.632 20
-0.976 -2.4 2.062 20
-1.546 -2.397 2.015 21
-2.256 -2.49 0.869 20
-2.528 -2.116 -0.096 20
-2.116 -0.772 -0.498 20
-0.563 0.238 -1.438 20
0.98 0.72 -0.378 20
1.757 1.388 1.522 21
2.441 2.23 1.624 20
2.736 2.647 0.912 20
1.928 2.212 -0.058 20
1.069 1.264 -0.928 20
1.007 0.752 -0.652 20
1.555 0.116 0.672 21
0.098 0.335 0.432 20
-0.728 0.953 -0.167 20
-0.045 0.312 0.164 20
-0.511 0.479 -0.168 20
-0.811 1.561 0.08 21
-0.922 1.346 0.174 20
-0.452 0.44 -0.321 20
1.291 -0.489 -0.895 20
2.544 -1.154 -0.762 20
1.884 -0.575 0.033 20
0.322 0.836 0.286 21
-0.569 1.925 -0.145 20
0.519 1.806 -0.501 20
0.97 0.76 -0.766 20
0.681 -0.479 -1.942 20
0.328 -0.319 -1.928 20
-0.611 0.555 -0.332 21
-1.635 0.989 0.638 20
-1.413 0.843 0.583 20
-0.194 1.112 0.089 20
-0.09 1.22 -0.288 20
-0.116 0.719 -0.834 20
0.777 0.248 -1.525 21
1.661 0.333 -1.303 20
1.568 0.871 -0.259 20
0.896 1.237 0.018 20
0.586 1.152 -0.578 20
0.165 1.317 -1.115 21
-0.245 1.56 -0.77 20
-0.363 1.493 -0.247 20
-0.229 1.115 0.113 20
-0.187 0.602 0.013 20
-0.285 0.352 -0.412 20
0.002 0.237 -0.448 21
-0.103 0.131 -1.242 20
0.301 -0.241 -1.04 20
0.562 -0.43 -0.63 20
0.232 0.024 -0.776 20
0.381 0.422 -0.151 20
0.455 0.755 0.523 21
0.146 1.122 0.397 20
-0.236 1.611 -0.32 20
-0.23 1.756 -0.159 20
-0.496 1.832 0.026 20
-0.39 1.716 0.11 20
-0.297 1.65 -0.131 21
-0.422 1.804 -0.208 20
-0.678 1.736 0.299 20
-0.983 1.581 0.508 20
